id,cleanLoc
45072579,Virginia
45072576,Virginia
45071281,Virginia
45070252,Virginia
45070244,Virginia
45070236,Virginia
45070222,Virginia
45069923,Virginia
45069894,Virginia
45069860,Virginia
45069820,Virginia
45069641,Virginia
45065309,Virginia
45059003,Virginia
45058997,Virginia
45058530,Virginia
45054269,Texas
45044185,North Carolina
45031828,Virginia
45026388,Texas
45026390,Texas
45026391,Texas
45026392,Texas
45016147,Alabama
45012100,Texas
45008028,Alabama
45005289,Alabama
45005005,Alabama
45004218,Alabama
45004143,Alabama
45003858,Alabama
45002899,Alabama
45002889,Alabama
45002853,Alabama
45002824,Alabama
45002799,Alabama
45002776,Alabama
44996352,Alabama
44989957,Virginia
44989950,Virginia
44989943,Virginia
44989936,Virginia
44989933,Virginia
44985574,Texas
44985576,Texas
44979864,Alabama
44979865,Alabama
44979867,Alabama
44979868,Alabama
44971571,Virginia
44941052,Texas
44938657,Virginia
44938629,Virginia
44932138,Alabama
44931038,Alabama
44927379,Alabama
44927298,Alabama
44907560,Virginia
44907503,Virginia
44907488,Virginia
44907486,Virginia
44907479,Virginia
44907476,Virginia
44907469,Virginia
44881822,Virginia
44881274,Alabama
44881269,Alabama
44881267,Alabama
44881259,Alabama
44881252,Alabama
44846646,Alabama
44844312,Alabama
44831758,Texas
44831759,Texas
44831760,Texas
44831761,Texas
44828728,Alabama
44815954,Alabama
44809477,Alabama
44809258,Alabama
44809229,Alabama
44797821,Alabama
44797789,Alabama
44785988,Texas
44780780,Alabama
44780733,Alabama
44780581,Alabama
44780596,Alabama
44779778,Alabama
44741504,West Virginia
44739184,Alabama
44721592,Texas
44715789,Texas
44715790,Texas
44706280,New York
44687704,West Virginia
44678857,Virginia
44678662,Alabama
44672402,Alabama
44663496,Alabama
44663393,Alabama
44651237,Mississippi
44640750,Alabama
44630677,North Carolina
44629115,Virginia
44588307,Virginia
44588302,Virginia
44588300,Virginia
44587683,Virginia
44587680,Virginia
44587677,Virginia
44587675,Virginia
44587673,Virginia
44587409,Virginia
44587407,Virginia
44587401,Virginia
44587397,Virginia
44587383,Virginia
44575864,Texas
44538097,Virginia
44537966,Virginia
44537939,Virginia
44516173,Alabama
44504806,Alabama
44468012,West Virginia
44466963,Tunisia
44449623,Texas
44449624,Texas
44441976,Alabama
44425828,Alabama
44398249,Virginia
44309051,Texas
44293538,Virginia
44264904,Alabama
44264847,Alabama
44204368,Alabama
44099155,West Virginia
44060516,Alabama
44032552,Virginia
43931740,New York
43889811,North Carolina
43860293,Texas
43853478,Virginia
43632789,Alabama
43578104,Virginia
43217317,New York
43143426,Alabama
43072023,Virginia
42885860,Georgia
42854548,North Carolina
42854543,North Carolina
42790352,Georgia
42790293,Ohio
42746522,Georgia
42612670,Virginia
42564378,Alabama
42534343,Virginia
42156787,Georgia
42087443,Ohio
40956703,South Carolina
39378702,Texas
39169741,Tennessee
39070356,Florida
37374359,North Carolina
34374509,Oklahoma
24997108,Virginia
45097953,North Carolina
45097956,North Carolina
45097957,North Carolina
45097958,North Carolina
45096548,Mississippi
45096542,Mississippi
45096534,Mississippi
45096506,Mississippi
45095214,Mississippi
45087486,Texas
45084307,Tennessee
45080199,New Jersey
45078481,Alabama
45078235,Alabama
45050143,Texas
45044827,New Jersey
they are still available. We update Petfinder daily.***Adoption Fee $350. As a legal MA rescue all of our dogs have been through the states mandated 48hr Isolation at an approved isolation facility and had a clean health exam by a MA vet. We then place our dogs in one of our many wonderful foster homes. Please be sure to read all the info below. We look for families who have the time and commitment to raise a puppy to be a great dog. All dogs adopted from One Tail at a Time Rescue are here in New England at foster homes,Arkansas
45029736,Mississippi
45029469,Virginia
45022372,Virginia
45002993,Alabama
44998176,Alabama
44998162,Alabama
44998152,Alabama
44998126,Alabama
44981099,Texas
44981094,Texas
44981077,Texas
44981018,Texas
44980983,Texas
44978073,Florida
44952647,New Hampshire
44951899,Alabama
44943802,Tennessee
44915032,Louisiana
44913392,South Carolina
44861253,Alabama
44852564,Texas
44845382,Louisiana
44840845,Mississippi
44764948,Louisiana
44648581,South Carolina
44628949,North Carolina
44576452,Maine
44518074,New York
44510314,Alabama
44510299,Alabama
44426427,Alabama
44447282,Virginia
44397971,Texas
44397859,Texas
44358734,Texas
44272935,Tennessee
44272934,Tennessee
44265484,Texas
44220425,New Hampshire
44204301,Florida
44175129,New Hampshire
44154161,Texas
44153324,Texas
43544678,North Carolina
43401909,Texas
42372325,New Hampshire
45095245,Texas
45088580,Louisiana
44932467,Louisiana
44897551,Alabama
44872732,Alabama
44815576,Kentucky
44812508,Texas
44780143,Alabama
44581452,Michigan
44518329,Ohio
44410375,Michigan
43789221,Michigan
42225879,Mexico
45103247,Texas
45101607,Wisconsin
45098269,Kentucky
45098268,Kentucky
45087851,Arkansas
45087817,Arkansas
45075336,Tennessee
45031639,Mexico
45031564,Mexico
45027722,Texas
45027746,Texas
45017017,Kentucky
45017018,Kentucky
45017019,Kentucky
45017021,Kentucky
45017022,Kentucky
45017023,Kentucky
45017024,Kentucky
44981611,Arkansas
44917080,Kentucky
44885632,Texas
44885403,Kentucky
44833680,Belize
44632149,Texas
44585823,Minnesota
44519502,Texas
44485498,China
44228645,Missouri
44077022,Kentucky
44076961,Kentucky
43511476,Arkansas
43282358,Minnesota
43190836,Texas
42564591,South Dakota
41674455,Minnesota
41408240,Minnesota
39562457,Kentucky
44447502,Mississippi
41189387,Mississippi
31826495,Mississippi
31542985,Mississippi
45035009,Quebec
44910967,Missouri
43472056,Kansas
38414755,Missouri
32529191,Missouri
45105992,Texas
45051149,Florida
45031186,New Jersey
is great with treat training (food motivated),North Carolina
44939758,Texas
44939581,Texas
44919774,Georgia
44820566,Georgia
44763885,Georgia
44740392,Georgia
44738487,Ohio
44682273,Louisiana
44657609,South Carolina
44644918,Louisiana
44629053,Georgia
44544416,South Carolina
44526495,Texas
44510707,South Carolina
44509858,Louisiana
44416362,Louisiana
44413376,New York
44392814,South Carolina
44353029,South Carolina
44353031,South Carolina
44184912,Alabama
44129169,Louisiana
43713569,Mississippi
43627834,Georgia
43273717,South Carolina
43103051,Massachusetts
43041969,Massachusetts
41329485,Louisiana
45104695,New Jersey
45104697,New Jersey
45104696,New Jersey
45103728,Texas
45096067,South Carolina
45096065,South Carolina
45096064,South Carolina
45096063,South Carolina
45096058,South Carolina
45095692,Pennsylvania
45094383,Louisiana
45086532,North Carolina
45078034,North Carolina
45077820,North Carolina
45077798,Mississippi
45075099,Kentucky
45071050,North Carolina
45069403,Texas
45058970,India
45058961,India
45051640,North Carolina
45050068,Pennsylvania
45050038,Pennsylvania
45050035,Pennsylvania
45048262,South Carolina
45045116,Texas
45016603,New York
45013652,Texas
45013645,Texas
45013646,Texas
45013647,Texas
45013648,Texas
45013650,Texas
45013653,Texas
45013642,Texas
45013643,Texas
45013641,Texas
45013222,Alabama
45003903,Texas
45001610,Texas
44996810,Kentucky
44969156,Texas
44963735,New Jersey
44963736,New Jersey
44953132,Louisiana
44930645,Texas
44930647,Texas
44930652,Texas
44930650,Texas
44930646,Texas
44930648,Texas
44915789,Mississippi
44901208,Georgia
44896697,Pennsylvania
44896683,Pennsylvania
44896670,Pennsylvania
44896656,Pennsylvania
44896629,Pennsylvania
44896600,Pennsylvania
44896590,Pennsylvania
44894195,Texas
44894196,Texas
44894197,Texas
44889360,New Jersey
44886112,Texas
44880064,Texas
44866306,South Carolina
44852856,North Carolina
44836752,Texas
44827500,New Jersey
44815307,North Carolina
44806926,Pennsylvania
44788152,Texas
44760848,Texas
44753922,Louisiana
44713747,Pennsylvania
44699120,Texas
44694551,India
44667925,Mississippi
44633549,New York
44598564,South Carolina
44572649,Texas
44550018,Texas
44550019,Texas
44541570,Pennsylvania
44519431,South Korea
44501179,New York
44410997,Pennsylvania
44377843,India
44371470,Texas
44368476,Texas
44252290,New Jersey
44228144,New York
44158161,Kosovo
43956000,Pennsylvania
43801058,Pennsylvania
43798054,New Jersey
43794187,South Carolina
43776663,Georgia
43710007,Pennsylvania
43683784,New Jersey
43675485,North Carolina
43656969,Texas
43627127,India
43617214,North Carolina
43601110,Wisconsin
43237397,Arkansas
43146252,Georgia
43117047,New Jersey
43022167,Virginia
42938736,South Carolina
42832486,North Carolina
42744147,North Carolina
42582836,Texas
41462314,New York
40896784,New Jersey
40867368,Pennsylvania
40534338,New Jersey
40526552,Kentucky
39958493,New Jersey
39423619,South Carolina
38062687,Georgia
38062642,Georgia
38062273,Georgia
32956679,New York
28258191,New York
26688248,New Jersey
24894894,India
24894870,India
45013465,New Mexico
44948859,New Mexico
44827629,New Mexico
44388002,New Mexico
42927002,New Mexico
39729465,New Mexico
37772803,New Mexico
45087102,Georgia
45086624,Alabama
45086616,Alabama
45023992,New York
44963610,Arkansas
44962220,New York
44944171,Tennessee
44961334,Mississippi
44931614,New York
44613184,Ohio
44425678,Aruba
44221358,Georgia
43892543,Georgia
43892507,Georgia
43500076,Georgia
43459497,New York
43384864,Arkansas
43283987,Florida
42267490,Thailand
45105143,North Carolina
45103131,North Carolina
45093045,North Carolina
45093043,North Carolina
45093044,North Carolina
45078007,South Carolina
45076204,North Carolina
45063336,North Carolina
45056180,North Carolina
45056181,North Carolina
45027845,North Carolina
45027846,North Carolina
45018058,North Carolina
45016083,North Carolina
45001254,New Jersey
45001285,North Carolina
44987417,North Carolina
44987418,North Carolina
44925148,North Carolina
44908605,North Carolina
44878355,North Carolina
44876640,North Carolina
44856001,North Carolina
44842171,North Carolina
44835513,North Carolina
44835514,North Carolina
44828298,North Carolina
44814588,North Carolina
44795838,North Carolina
44743416,North Carolina
44738107,North Carolina
44722870,North Carolina
44705799,Texas
44686455,North Carolina
44682125,South Carolina
44681660,North Carolina
44674979,North Carolina
44605258,North Carolina
44604563,North Carolina
44545840,Texas
44482284,North Carolina
44427596,North Carolina
44409189,North Carolina
44401487,North Carolina
44363909,North Carolina
44359537,North Carolina
44309586,North Carolina
44213333,North Carolina
44208421,North Carolina
44202961,North Carolina
44174695,North Carolina
44053553,Virginia
43950008,North Carolina
43879553,North Carolina
43767913,North Carolina
43741703,Florida
43665300,North Carolina
43567689,South Carolina
43371653,North Carolina
43207464,North Carolina
43119045,North Carolina
42878235,North Carolina
42693570,Louisiana
42565491,North Carolina
42565493,North Carolina
42565494,North Carolina
41650385,North Carolina
41484330,North Carolina
40010136,Alabama
39449064,Virginia
37675185,North Carolina
37672883,New York
36202201,North Carolina
44723878,North Dakota
44230403,North Dakota
44051846,Texas
45102419,West Virginia
45096517,Ohio
45083275,Ohio
45078918,Ohio
45077068,Kentucky
45075795,Ohio
45059399,Ohio
45049851,Georgia
45042458,Ohio
45041793,Illinois
45041357,Ohio
45031030,Ohio
45030644,Tennessee
45020811,Kentucky
44990896,Ohio
44989227,Kentucky
44971817,Louisiana
44957256,Ohio
44952118,Kentucky
44952117,Kentucky
44951662,Ohio
44932526,Indiana
44931489,Ohio
44931352,Ohio
44931317,Ohio
44867419,Ohio
44822756,Ohio
44814273,Ohio
44756329,Kentucky
44662491,Ohio
44666353,Ohio
44663272,Ohio
44662389,Tennessee
44531595,Ohio
44531279,Ohio
44521507,Ohio
44519341,Ohio
44370885,Ohio
44347783,West Virginia
44322819,Ohio
44274432,Ohio
44185931,Kentucky
44185505,Ohio
44178843,Ohio
44025534,Ohio
43675757,Ohio
43675103,Ohio
43674743,Ohio
43669601,Ohio
43638789,Ohio
43443803,Ohio
43370860,Ohio
42679887,Ohio
42533127,Kentucky
42157115,Ohio
42091376,North Carolina
41780983,Ohio
38528319,Delaware
44986591,Oklahoma
44853621,Arkansas
44678895,Oklahoma
44629872,Oklahoma
44629852,Oklahoma
44591131,Oklahoma
44430611,Oklahoma
44008757,Oklahoma
43018759,Oklahoma
42705105,Arkansas
42681771,Oklahoma
and appropriately plays with and destroys stuffed animals. She has proven to be dog-aggressive,Arkansas
41515273,Arkansas
39873359,Oklahoma
39636408,Illinois
37108842,Oklahoma
45106280,Washington DC
45106254,Washington DC
44897932,Idaho
44387781,California
44372675,California
44372657,California
44129727,Texas
43946490,Texas
43790592,Texas
44561525,North Carolina
43892576,Georgia
43892572,Pennsylvania
37530672,West Virginia
37521566,Texas
35102207,North Carolina
35092810,South Carolina
44520803,Mexico
44515644,Virginia
44515645,Virginia
44394847,South Carolina
44353032,South Carolina
42212385,New York
42212386,New York
39991146,South Carolina
38712233,Virginia
32925002,New York
26080754,North Carolina
45064994,Tennessee
45049869,Maine
45042680,Maine
45042637,Maine
45042627,Maine
45042599,Maine
45008992,Tennessee
44968255,Maine
44968784,Maine
44962215,Maine
44952867,Maine
44962053,Maine
44952790,Maine
44916518,Tennessee
44857262,Maine
44837259,Maine
44837264,Maine
44837268,Maine
44837270,Maine
44790314,Maine
44742449,Maine
44712841,Maine
44671434,Louisiana
44582437,Tennessee
44572694,Tennessee
44557062,Maine
44551242,Tennessee
44546062,Maine
44545983,Maine
44545963,Maine
44414759,Tennessee
44355279,Maine
44239167,Maine
44140127,Tennessee
44106554,Tennessee
44069467,Maine
44052764,Tennessee
43993063,Maine
43937458,Maine
43815280,Maine
43735949,Tennessee
43735554,Tennessee
43599262,Mississippi
43458983,Tennessee
43458796,Maine
43296571,Tennessee
43296367,Tennessee
43296346,Tennessee
43296325,Tennessee
42927772,Mississippi
40715847,Tennessee
40134520,Tennessee
40094387,Tennessee
38318151,Louisiana
35870796,Oregon
32652270,Georgia
27506349,Ohio
24067313,Alabama
24067288,Alabama
44863039,Texas
44671492,Texas
43946721,Texas
41648952,Texas
39264543,Texas
37454315,Texas
45012874,California
44986612,New Mexico
44967671,Mexico
44136892,Mexico
45101215,Virginia
45091277,Oklahoma
45075293,Virginia
45042173,Texas
44925214,Virginia
44804049,Louisiana
44771201,Virginia
44711263,Virginia
44621678,North Carolina
44425285,Georgia
44386817,North Carolina
44336990,North Carolina
44040073,Virginia
43852734,Virginia
43764247,North Carolina
43684514,Virginia
42825396,Virginia
42775714,Virginia
42775631,Virginia
42589141,North Carolina
40853135,North Carolina
38436197,Maryland
27562101,North Carolina
45101858,South Korea
45101857,South Korea
45096022,Texas
45095945,Texas
45087239,Texas
45087220,Texas
45087214,Texas
45087205,Texas
45087201,Texas
45087197,Texas
45087193,Texas
45087160,Texas
45086336,California
45086333,California
45086331,California
45086325,California
45086319,California
45086317,California
45086314,California
45086313,California
45082798,South Korea
45082800,South Korea
45082801,South Korea
45082802,South Korea
45082803,South Korea
45082799,South Korea
45082383,Texas
45080337,Taiwan
45070028,California
45061922,Texas
45061925,Texas
45061921,Texas
45061924,Texas
45058452,Texas
45046032,Hawaii
45046037,Washington DC
45046041,China
45046042,Texas
45046044,Texas
45046045,Texas
45046046,Texas
45046047,Texas
45046043,Texas
45041132,Texas
45041117,Texas
45041101,Texas
45041096,Texas
45041080,Texas
45041054,Texas
45041042,Texas
45037360,Texas
45036458,Texas
45033259,Texas
45033086,Texas
45032753,Texas
45031727,Texas
45031679,Texas
45031549,Texas
45031371,Texas
45030681,Texas
45030632,Texas
45030580,Texas
45030545,Texas
45030498,Texas
45029431,Texas
45029430,Texas
45029424,Texas
45026950,South Korea
45026951,South Korea
45026952,South Korea
45026953,South Korea
45026578,Hawaii
45022914,Texas
45014075,California
45012529,South Korea
45012530,South Korea
45012531,South Korea
45012532,South Korea
45010758,Costa Rica
45009562,Texas
45009557,Texas
45009548,Texas
45009547,Texas
45007928,California
45006277,Texas
44994123,California
44991077,Texas
44986212,South Korea
44983517,Mexico
44981202,California
44976739,California
44976740,South Korea
44976741,South Korea
44976212,California
44976214,California
44976215,California
44976216,California
44976217,California
44976211,California
44976213,California
44967275,California
44966809,Texas
44966810,Texas
44966811,Hawaii
44951994,California
44951851,Texas
44951821,Texas
44951808,Texas
44951804,Texas
44950641,California
44948634,Taiwan
44948629,California
44948630,California
44948631,Taiwan
44948632,Taiwan
44948633,Taiwan
44948197,Texas
44944336,Texas
44929813,Texas
44929816,Texas
44929814,Texas
44905177,Washington DC
44901972,California
44901591,Texas
44901592,Texas
44901593,Texas
44901594,Hawaii
so to speak,Texas
44892732,South Korea
44892734,California
44890240,Taiwan
44889328,Texas
44886679,California
44886680,California
44886681,California
44884539,South Korea
44884542,California
44884543,California
44884544,California
44880960,California
44877514,Louisiana
44877334,Louisiana
44877205,Texas
44871448,California
44871451,California
44871452,California
44862756,China
44859929,California
44859931,California
44855228,California
44855230,California
44853260,California
44853226,California
44827868,Texas
44820396,California
44818647,Texas
44815060,South Korea
44815063,South Korea
44800876,Washington
44800877,Washington
44800878,Washington
44786575,South Korea
44778898,California
44756414,California
44740390,South Korea
44740391,South Korea
44740211,California
44738734,United Arab Emirates
44738708,United Arab Emirates
44707478,California
44698204,South Korea
44688750,California
44669302,Thailand
44669301,Thailand
44660526,California
44660528,California
44660530,California
44649022,California
44632659,California
44629811,Texas
44612365,California
44608767,Thailand
44597426,Washington DC
44597349,Texas
44591663,California
44582779,California
44581327,California
44548885,California
44529587,California
NA,California
44501743,California
44488048,Texas
44488047,Texas
44470900,California
44458440,Texas
44419332,California
44384988,South Korea
44375521,South Korea
44367891,South Korea
44361093,South Korea
44361101,South Korea
44356704,Texas
44317201,California
44317202,California
44309214,South Korea
44307631,Texas
44304482,Texas
44302196,Texas
44282848,South Korea
44280094,California
44280068,South Korea
44264191,South Korea
44264192,South Korea
44249550,Taiwan
44236116,South Korea
44223728,Texas
44213002,California
44189568,Texas
44163359,South Korea
44119212,India
44109282,South Korea
44096191,Texas
44095100,South Korea
44095103,South Korea
44095104,South Korea
44089938,Washington DC
44084844,South Korea
44070261,Texas
43994735,Taiwan
43994738,Taiwan
43994739,Taiwan
43994740,Taiwan
43994741,Taiwan
43989904,Taiwan
43917262,Texas
43874108,Texas
43829075,California
43762334,California
43750374,Taiwan
43679504,California
43651793,Texas
43651747,Texas
43649520,South Korea
43645601,Texas
43618547,South Korea
43606062,California
43600166,California
43600167,California
43600168,California
43469740,Ohio
43447930,South Korea
43414345,South Korea
43304580,Texas
42978336,Texas
42872521,Thailand
42835971,California
42778494,South Korea
42686808,Thailand
42686811,Thailand
42686813,Thailand
42686303,California
42525486,California
42432520,Thailand
42363278,Texas
42172195,South Korea
42110748,Texas
42070399,California
41978171,Texas
41828410,Texas
41729153,Texas
41608083,California
41569722,Thailand
41389129,California
41273959,Texas
41144335,California
40953055,Texas
40950140,California
40883967,California
40518812,California
40103682,California
38664932,California
38495992,California
38390879,California
31945123,California
44895276,West Virginia
44038780,Virginia
43669161,West Virginia
42781553,West Virginia
42625461,West Virginia
33531529,Virginia
45099710,Arkansas
45072446,Texas
45068267,Texas
45068141,Texas
45053531,Texas
45051005,Texas
45050987,Texas
45050959,Texas
45050950,Texas
45050944,Texas
45050939,Texas
45050932,Texas
45040476,Texas
45040469,Texas
45040465,Texas
45040459,Texas
45040445,Texas
45030279,Kentucky
45022549,Texas
45015032,Kentucky
44971205,Texas
44906611,Alabama
44867082,Texas
44853279,Texas
44742665,Texas
44731743,Texas
44626182,Texas
44626157,Georgia
44626150,Georgia
44626120,Georgia
44625954,Texas
44620694,Texas
44442417,Iowa
44334089,Arkansas
44321040,Texas
44291934,Texas
44232520,Iowa
43991064,Georgia
43881331,Texas
43830083,Wisconsin
43713289,Georgia
43703961,Texas
43360945,Mississippi
43269269,Georgia
43205176,Georgia
42207266,Tennessee
42206239,Texas
44713482,Alabama
44537647,Alabama
43089521,Alabama
45089374,Arizona
45077979,Arizona
45015865,Arizona
45011064,Arizona
44486016,Arizona
44999017,Arizona
44964993,Arizona
44954333,Arizona
44883894,Arizona
44819439,Arizona
44770595,New Mexico
44718348,Arizona
44486019,Arizona
44486018,Arizona
44664118,Arizona
44595859,Arizona
44584411,Arizona
44558560,Arizona
44486509,Arizona
44458947,Arizona
44399750,Arizona
43883574,Arizona
43754330,Arizona
43469177,Arizona
43303662,Arizona
42844450,Arizona
41053913,Arizona
39689202,Arizona
38648037,Arizona
38443589,Arizona
38308117,Arizona
37245046,Arizona
44755734,Arkansas
44682355,Arkansas
43477994,Arkansas
34738577,Arkansas
45106518,California
45015864,California
44521882,California
44463086,California
43438032,California
37939664,California
9317153,California
45106891,Connecticut
45105826,Kentucky
45058945,Connecticut
45058978,Connecticut
45072674,New York
45072609,New York
45071933,New York
45059017,Connecticut
45059005,Connecticut
45057627,Connecticut
45042921,New York
45041777,Connecticut
45024956,New York
45024812,New York
45024216,New York
45006447,Connecticut
45003688,New York
45002307,Texas
44998793,New York
44986239,New York
44951718,New York
44951600,New York
44928251,Connecticut
44908317,New York
44906700,Alabama
44906513,Alabama
44906501,Alabama
44906474,Alabama
44906449,Alabama
44906405,Alabama
44906357,Alabama
44906301,Alabama
44906286,Alabama
44906273,Alabama
44906239,Alabama
44906212,Alabama
44896177,Texas
44867474,New York
44857120,Texas
44857049,Texas
44837375,New York
44816388,Louisiana
44809841,New York
44807703,Texas
44806198,New York
44671707,Texas
44671687,Texas
44622762,New York
44589720,Alabama
44582907,Alabama
44579129,New York
44572042,Alabama
44571808,Alabama
44569543,Texas
44569527,Texas
44562421,Texas
44556789,Connecticut
44555133,Alabama
44531481,New York
44421062,North Carolina
44379791,Alabama
44328289,New York
44252401,Florida
44245106,New York
44133682,New Jersey
44102541,New York
43941166,North Carolina
43718902,New York
43419109,New York
43265088,New York
43264991,New York
43242171,New York
43222402,New York
43222347,New York
43222335,New York
43222089,New York
43221791,New York
43175830,Connecticut
43079698,New York
42857230,Alabama
42781212,New York
42613510,Alabama
42591283,New York
42458433,New York
42337640,New York
41712600,Alabama
41708175,Alabama
41469647,Alabama
41469511,Alabama
41469289,Alabama
41468976,Alabama
41467995,Alabama
41378268,Alabama
41378143,Alabama
41377647,Alabama
41194340,Oregon
41117397,New York
40030410,Connecticut
39630592,Kansas
39494655,New York
38643680,Vermont
36508983,Georgia
36508955,Michigan
36206981,New York
45086401,New Jersey
45028362,Maryland
45011582,New Jersey
44858282,New Jersey
44837846,Kentucky
44810058,Maryland
44796458,Maryland
44796459,Maryland
42877860,Pennsylvania
41512259,Virginia
39688178,Virginia
16657005,Maryland
45070905,Florida
45049980,Florida
44847368,Florida
44735671,Florida
44731266,Florida
44708590,Florida
44702768,Florida
44602972,Florida
44602974,Florida
44482640,Florida
44411666,Florida
44392693,Florida
44392681,Florida
42883725,Florida
41790549,Florida
38214697,Florida
27545174,Florida
45023538,Georgia
45023483,Georgia
44962074,Georgia
44962050,Georgia
44940361,Georgia
44940008,Georgia
44939772,Georgia
44743277,Georgia
44743115,Georgia
44742654,Georgia
44742488,Georgia
44581725,Georgia
44581682,Georgia
44581645,Georgia
44580266,Georgia
44537454,Georgia
44165726,Georgia
44165549,Georgia
43938033,Georgia
43937127,Georgia
43930524,Georgia
43759370,Georgia
43759264,Georgia
43759167,Georgia
43347504,Georgia
43147400,Georgia
42693564,Georgia
42136672,Georgia
41067665,Georgia
41067677,Georgia
40615718,Georgia
40504801,Georgia
39736810,Georgia
39533135,Georgia
39263307,Georgia
38466747,Georgia
38466566,Georgia
38465947,Georgia
38465563,Georgia
38465370,Georgia
38458682,Georgia
38453559,Georgia
38451445,Georgia
38451251,Georgia
45048738,Wisconsin
44754764,Illinois
45082461,Ohio
42990072,Indiana
44682390,Kansas
45003139,Kentucky
45014868,Kentucky
45014837,Kentucky
43774832,Maine
44990568,Pennsylvania
44990539,Pennsylvania
44988870,Pennsylvania
44518826,Pennsylvania
44099754,Pennsylvania
43824635,Washington DC
41057870,Virginia
45043486,Michigan
45032668,Michigan
45032669,Michigan
45032670,Michigan
45032671,Michigan
44953782,Michigan
44757389,Michigan
44687425,Michigan
44687426,Michigan
44687428,Michigan
44471634,Michigan
44471635,Michigan
44237592,Michigan
44237593,Michigan
43836556,Michigan
43413361,Michigan
43413360,Michigan
43020720,Michigan
42157910,Ohio
40510404,Michigan
38014654,Michigan
38014655,Michigan
38014657,Michigan
37096581,Michigan
32963759,Michigan
27535798,Michigan
45102467,Minnesota
45102466,Minnesota
45102469,Minnesota
45102470,Minnesota
45102464,Minnesota
45102465,Minnesota
45102468,Minnesota
45102460,Minnesota
45092307,Minnesota
45075810,Minnesota
45075815,Minnesota
45068725,Minnesota
45068726,Minnesota
45068727,Minnesota
45068729,Minnesota
45055498,Minnesota
45055496,Minnesota
45055497,Minnesota
45047034,Minnesota
45047035,Minnesota
45047037,Minnesota
45047038,Minnesota
45047039,Minnesota
45047040,Minnesota
45047044,Minnesota
45047045,Minnesota
45047048,Minnesota
45027326,Minnesota
45019236,Minnesota
45006712,Minnesota
45006714,Minnesota
45000887,Minnesota
44994521,Minnesota
44977372,Minnesota
44977369,Minnesota
44977370,Minnesota
44967845,Minnesota
44967846,Minnesota
44957457,Minnesota
44949053,Minnesota
44902798,Minnesota
44902801,Minnesota
44902803,Minnesota
44902786,Minnesota
44902792,Minnesota
44902795,Minnesota
44902796,Minnesota
44902804,Minnesota
44902774,Minnesota
44893193,Minnesota
44893197,Minnesota
44884867,Minnesota
44884869,Minnesota
44884870,Minnesota
44884871,Minnesota
44884872,Minnesota
44877847,Minnesota
44877850,Minnesota
44877854,Minnesota
44877835,Minnesota
44871732,Minnesota
44871734,Minnesota
44825840,Minnesota
44815289,Minnesota
44815292,Minnesota
44811565,Minnesota
44795051,Minnesota
44710284,Minnesota
44698522,Minnesota
44684114,Minnesota
44681493,Minnesota
44661023,Minnesota
44661022,Minnesota
44648059,Minnesota
44648055,Minnesota
44639763,Minnesota
44631861,Minnesota
44592062,Minnesota
44576433,Minnesota
44564534,Minnesota
44555088,Minnesota
44535356,Minnesota
44524648,Minnesota
44518320,Minnesota
44490685,Minnesota
44474055,Minnesota
44445033,Minnesota
44419508,Minnesota
44419509,Minnesota
44412667,Minnesota
44409024,Minnesota
44409028,Minnesota
44309353,Minnesota
44291924,Minnesota
44213118,Minnesota
43956709,Minnesota
43942564,Minnesota
43842355,Minnesota
43793093,Minnesota
43793089,Minnesota
43771596,Minnesota
43750770,Minnesota
43658875,Minnesota
43658876,Minnesota
43631159,Minnesota
43441508,Minnesota
43300599,Minnesota
43272740,Minnesota
43240546,Minnesota
42771554,Minnesota
42711707,Minnesota
42658094,Minnesota
41231507,Minnesota
39023581,Minnesota
38335707,Minnesota
38281402,Minnesota
45016506,Missouri
44880302,Missouri
43940873,Missouri
43940810,Missouri
43808110,Missouri
42706770,Missouri
42706761,Missouri
35706095,Missouri
35438435,Missouri
44972525,Nebraska
44476023,Maine
44470160,New Hampshire
44119605,New Jersey
43950294,New York
45105571,New Jersey
45093601,New Jersey
45079282,New Jersey
45078145,New Jersey
45071906,New Jersey
45071615,New Jersey
45070505,New Jersey
45070487,New Jersey
45066360,New Jersey
45028279,Tennessee
45023377,New Jersey
45021385,New York
45015077,New Jersey
45014809,New Jersey
45014800,New Jersey
45009167,New York
45003981,New Jersey
45003972,New Jersey
45003941,New Jersey
45003930,New Jersey
45003920,New Jersey
45003870,New Jersey
45003288,New Jersey
44990549,New Jersey
44990541,New Jersey
44990535,New Jersey
44958683,New Jersey
44932630,New York
44931628,New Jersey
44931640,New Jersey
44931653,New Jersey
44886113,New Jersey
44853507,New Jersey
44823266,New Jersey
44806261,New York
44531287,New York
44434701,New Jersey
44434403,New Jersey
44224674,New Jersey
44127795,New Jersey
43756698,New York
43650508,Texas
43273151,New Jersey
43227009,New Jersey
43173934,New Jersey
43099644,New Jersey
43054077,New York
42609409,New Jersey
41828257,New Jersey
41779216,New Jersey
41223913,New Jersey
38779404,West Virginia
38779405,West Virginia
44846598,New York
44486409,New York
39012178,New York
45064945,North Carolina
45064886,North Carolina
45058368,North Carolina
44953267,North Carolina
44928492,North Carolina
44928489,North Carolina
44928486,North Carolina
44928483,North Carolina
44928481,North Carolina
44928431,North Carolina
44678642,North Carolina
44590806,Texas
44590807,Texas
44562404,North Carolina
43762855,Texas
