id,cleanLoc
45065644,Florida
45060093,Texas
45060098,Texas
45060095,Texas
45060096,Texas
45060094,Texas
45060092,Texas
45059698,Alabama
45059699,Alabama
45059703,Alabama
45059704,Alabama
45059706,Alabama
45059709,Alabama
45059713,Alabama
45059720,Alabama
45059640,Tennessee
45059300,North Carolina
45059299,North Carolina
45059297,North Carolina
45056378,New Jersey
45050695,Florida
45042985,Alabama
45037509,South Korea
45037140,South Korea
45035809,South Korea
45029812,Puerto Rico
45029477,Virginia
45027915,Texas
45023808,Florida
45021331,Alabama
45019853,Texas
45019850,Texas
45019858,Texas
45019851,Texas
45019866,Texas
45019860,Texas
45019861,Texas
45019862,Texas
45019854,Texas
45019859,Texas
45019864,Texas
45016493,Mississippi
45016486,North Carolina
45015719,Mississippi
45013466,Texas
45013467,Texas
45013468,Texas
45008579,Alabama
45007299,Texas
45007302,Texas
45007300,Texas
45007301,Texas
45007298,Texas
45007294,Texas
45007295,Texas
45007297,Texas
45007293,Texas
45006692,North Carolina
45005097,Alabama
45004846,Alabama
45004309,Alabama
45004152,Alabama
45004095,Alabama
45004117,Virginia
45003997,Virginia
45003986,Virginia
45003921,Alabama
45003891,Alabama
45003822,Alabama
45003137,Texas
45002895,Alabama
45002870,Alabama
45002849,Alabama
45002807,Alabama
45002783,Alabama
45002753,Alabama
45001347,Texas
45001345,Texas
45001349,Texas
45001351,Texas
45001350,Texas
45001353,Texas
45001352,Texas
45000484,North Carolina
45000102,North Carolina
44999923,North Carolina
44998707,Florida
44997762,North Carolina
44997637,Virginia
44995262,Texas
44995261,Texas
44995248,Texas
44995253,Texas
44995265,Texas
44995260,Texas
44995255,Texas
44995254,Texas
44995247,Texas
44995256,Texas
44995258,Texas
44995257,Texas
44995246,Texas
44995259,Texas
44995244,Texas
44995251,Texas
44995249,Texas
44995245,Texas
44995263,Texas
44995264,Texas
44995252,Texas
44995250,Texas
44990564,Alabama
44984440,Georgia
44982036,West Virginia
44978081,North Carolina
44975785,North Carolina
44975660,North Carolina
44974935,Alabama
44972778,West Virginia
44972766,West Virginia
44972465,Alabama
44972455,Alabama
44972435,Alabama
44972430,Alabama
44971190,North Carolina
44971170,North Carolina
44971162,North Carolina
44966422,Mississippi
44953305,Alabama
44953304,Alabama
44952976,West Virginia
44952901,West Virginia
44952831,West Virginia
44949670,New Jersey
44945081,Pennsylvania
44931805,Alabama
44928161,Louisiana
44927364,Alabama
44927286,Alabama
44925221,New Jersey
44923011,Illinois
44916818,Missouri
44915162,Ohio
44908355,Tunisia
44903613,New Jersey
44897889,North Carolina
44897053,South Carolina
44896164,Arkansas
44876344,Louisiana
44876149,Virginia
44873799,Delaware
44858308,Virginia
44853400,North Carolina
44852746,New Jersey
44846634,Alabama
44844263,Alabama
44828702,Alabama
44827717,Virginia
44825793,Turkey
44817117,Puerto Rico
44813356,South Carolina
44812218,Alabama
44809439,Alabama
44809257,Alabama
44797800,Alabama
44797772,Alabama
44790751,Florida
44789722,Alabama
44787160,North Carolina
44780739,Alabama
44780717,Alabama
44780580,Alabama
44779769,Alabama
44770359,North Carolina
44769704,Kentucky
44769706,Kentucky
44763704,Georgia
44762865,South Carolina
44754430,Georgia
44754411,Georgia
44739177,Alabama
44734282,China
44712271,Alabama
44712221,Alabama
44701218,Alabama
44700450,North Carolina
44685321,Qatar
44685291,Qatar
44678868,Virginia
44678836,Virginia
44678654,Alabama
44672472,Virginia
44672390,Alabama
44667045,North Carolina
44665812,West Virginia
44665810,West Virginia
44665811,West Virginia
44665807,West Virginia
44663417,Alabama
44663368,Alabama
44652126,Mississippi
44652121,Mississippi
44652115,Mississippi
44648696,Georgia
44642435,China
44636656,Alabama
44636527,Alabama
44631839,North Carolina
44627959,Kosovo
44623491,Alabama
44617911,Taiwan
44600711,Oregon
44580151,Russia
44580152,Russia
44567530,Taiwan
44539415,Virginia
44529510,Virginia
44516167,Alabama
44515389,North Carolina
44514710,Georgia
44514663,Georgia
44510615,Bahrain
44504799,Alabama
44494165,Alabama
44492774,Kentucky
44488559,Virginia
44483524,Alabama
44483525,Alabama
44479363,North Carolina
44464309,Georgia
44460038,North Carolina
44457863,Spain
44441962,Alabama
44425818,Alabama
44421642,Virginia
44407495,North Carolina
44378528,Maryland
44375488,Virginia
44354740,Georgia
44343993,Georgia
44339851,Georgia
44338676,South Korea
44334655,Kentucky
44333546,China
44330548,Virginia
44322810,South Korea
44322605,South Korea
44320877,North Carolina
44313407,South Korea
44312766,South Korea
44303247,South Korea
44301516,South Korea
44301107,South Korea
44301066,South Korea
44301054,South Korea
44300962,South Korea
44300895,South Korea
44300831,South Korea
44300794,South Korea
44299146,Alabama
44290029,North Carolina
44276909,Taiwan
44274401,Oman
44270247,Alabama
44264892,Alabama
44264838,Alabama
44231660,Oman
44224845,Tennessee
44204202,Alabama
44186073,North Carolina
44185098,West Virginia
44183588,Texas
44176504,Alabama
44146818,Iran
44141684,Virginia
44128547,Tennessee
44111744,Georgia
44088124,Alabama
44087454,Arkansas
44077809,North Carolina
44077727,South Carolina
44065155,Pennsylvania
44060408,Alabama
44046739,Alabama
44039289,Virginia
44011395,North Carolina
44008861,Virginia
43968981,Pennsylvania
43957454,Kentucky
43952953,Thailand
43929954,Virginia
43929975,China
43880580,Alabama
43878413,North Carolina
43852722,Virginia
43842728,New Jersey
43826839,North Carolina
43810493,Virginia
43810274,West Virginia
43788363,Alabama
43752911,Virginia
43746036,Tennessee
43720768,West Virginia
43703459,Mississippi
43657467,Tennessee
43642134,New Jersey
43642103,North Carolina
43626571,North Carolina
43621092,Tennessee
43544684,Mississippi
43541222,Mississippi
43458250,Alabama
43420629,Texas
43412619,North Carolina
43340077,Kentucky
43309849,North Carolina
43271913,North Carolina
43203485,Virginia
43203476,Virginia
43143189,Alabama
43097925,West Virginia
43065533,Pennsylvania
43038228,Maryland
43006779,Virginia
42957780,Virginia
42940622,North Carolina
42909368,Georgia
42891171,North Carolina
42866601,Kuwait
42854540,Virginia
42769883,Alabama
42707376,Alabama
42640513,Tennessee
42549629,Alabama
42396571,North Carolina
42390162,North Carolina
42340392,North Carolina
42290062,Mississippi
42285393,Pennsylvania
42125757,North Carolina
42003359,Virginia
41994516,Kentucky
41898041,Kuwait
41730097,South Korea
41563369,Louisiana
41563336,Louisiana
41545156,Virginia
41468901,Thailand
41365234,South Carolina
41309915,Louisiana
41305705,North Carolina
41254527,Alabama
41128596,West Virginia
41102882,Texas
40994001,North Carolina
40956726,South Carolina
40617552,Virginia
40276861,West Virginia
40055604,Texas
39837475,North Carolina
39786613,British Virgin Islands
39583427,Texas
39582698,West Virginia
39540431,Texas
39340647,New Jersey
39240377,Kuwait
38655827,North Carolina
38419337,Maryland
38004472,New Jersey
37684780,Pennsylvania
37485980,North Carolina
37355290,South Carolina
37086539,North Carolina
37048596,Texas
37021713,West Virginia
36597399,New Jersey
35102211,North Carolina
35092792,South Carolina
34689084,Virginia
when actually I'm only 3yrs old. When I first met my foster mom,Pennsylvania
32168768,Spain
31436806,Kentucky
29514377,Louisiana
25983705,Maryland
45106560,Florida
45106047,Bahamas
45102025,Georgia
45095860,Florida
45073117,Florida
45073106,Florida
45070599,Alabama
45063480,Florida
45049787,Florida
45033617,Florida
45025738,Alabama
45023940,Florida
45021944,Florida
45016337,Florida
45010644,Florida
45001016,Louisiana
44990752,Florida
44971558,Florida
44971538,Florida
44942630,Louisiana
44942632,Louisiana
44942633,Louisiana
44942634,Louisiana
44942635,Louisiana
44837945,Florida
44837398,Florida
44813799,Georgia
44812859,Florida
44812806,Florida
44798585,Florida
44798572,Florida
44790476,Florida
44755000,Florida
44751047,Florida
44743788,Florida
44661586,Florida
44661404,Florida
44650685,Louisiana
44605872,Florida
44582985,Florida
44562431,Florida
44491750,Alabama
44261569,Florida
44245660,Florida
44108914,Florida
44035805,Florida
44025847,Florida
43848487,Florida
43564735,Florida
43544975,Florida
43123849,Florida
43123454,Florida
42941160,Florida
42583211,Louisiana
42004214,Florida
41345597,Florida
39608594,Florida
39079791,Florida
38407621,Florida
36682399,Florida
33008465,Florida
32012617,Florida
28110749,Florida
27934286,Texas
45088345,Georgia
45019521,Georgia
45019522,Georgia
44943951,Mississippi
44943780,Mississippi
44943751,Mississippi
44684238,Georgia
44531293,North Carolina
44520274,Georgia
44340863,Georgia
44293601,West Virginia
44013287,Georgia
44013163,Georgia
44013143,Georgia
43951539,Bosnia
43937163,Louisiana
43929882,North Carolina
43895537,Georgia
43894734,Georgia
43669086,Georgia
43568512,Georgia
43084058,Egypt
42829233,Georgia
41405485,Georgia
41401473,Georgia
40869165,Egypt
39793023,North Carolina
38938165,Egypt
38444590,Georgia
37550789,Georgia
37550738,Georgia
32130377,Egypt
30186097,Illinois
20080044,Florida
45097270,Illinois
45095880,Illinois
"\\Wait\\""
""text1",Kentucky
45051227,Illinois
45036868,Missouri
45036873,Missouri
45021949,Illinois
44987654,Kentucky
44888604,Illinois
44827479,Illinois
44629862,Illinois
44629711,Illinois
44593808,Illinois
44563722,Louisiana
44531594,Illinois
44521092,Tennessee
44461154,Illinois
44444944,Kentucky
44373214,Illinois
44373158,Illinois
44322027,Kentucky
44303667,Illinois
44253077,Illinois
44253057,Illinois
44056305,Kentucky
43857542,Illinois
43852788,Illinois
43348793,Illinois
43161793,Illinois
42511753,Illinois
41804550,Illinois
41125547,Illinois
38370843,Indiana
38370844,Indiana
36807330,Illinois
45079059,Wisconsin
45053755,China
44927691,Spain
44887071,Indiana
44803153,Indiana
44780887,Louisiana
44780778,Louisiana
44779692,Louisiana
44713933,Louisiana
44629476,Indiana
44534595,Texas
44452343,Louisiana
44450577,Kentucky
44316740,China
44273245,Illinois
44258513,China
44258509,China
44148011,Spain
44147909,Spain
43226111,Indiana
42902807,Kentucky
39626563,Texas
38730815,Jamaica
44949453,Arkansas
44886164,Texas
44817656,Kansas
44684822,Texas
43008162,Illinois
42516783,Missouri
41954274,California
39823687,Egypt
41549100,Nevis
45086407,Kentucky
45071445,West Virginia
45071432,West Virginia
45071284,West Virginia
45066050,Texas
45066034,Texas
45065917,Texas
45064295,Ohio
45059066,Kentucky
45059039,Kentucky
45039841,Ohio
45039842,Ohio
45005551,West Virginia
44960882,Ohio
44951503,Texas
44932010,Kentucky
44907872,Kentucky
44868434,West Virginia
44868408,Kentucky
44868267,Kentucky
44788998,Ohio
44715578,Florida
44621827,Kentucky
44545967,Colorado
44510243,Ohio
44508641,Washington
44508638,Washington
44508640,Washington
44467380,Kentucky
44398764,Tennessee
44358331,Kentucky
44358060,Ohio
44311362,Kentucky
44281452,Kentucky
44128678,Ohio
44128676,Ohio
43736394,Ohio
43729706,Ohio
43372545,Ohio
42979461,Kentucky
42972983,Ohio
42905166,Kentucky
42260454,Georgia
41980155,Tennessee
41706705,Ohio
38936831,Ohio
38345247,Kentucky
38343723,Ohio
38343725,Ohio
37150897,North Carolina
35102830,Kentucky
22684671,Kentucky
45062292,Texas
45062293,Texas
45062294,Texas
45062295,Texas
45062299,Texas
45062300,Texas
45062305,Texas
45062306,Texas
45062307,Texas
45062309,Texas
45062310,Texas
45062311,Texas
45062313,Texas
45062314,Texas
45062316,Texas
45062318,Texas
45062319,Texas
45062321,Texas
45062322,Texas
45062326,Texas
45062327,Texas
45062328,Texas
45062308,Texas
45062312,Texas
45062323,Texas
45062284,Texas
45062288,Texas
45062298,Texas
45062296,Texas
45062304,Texas
45062286,Texas
45062317,Texas
45062285,Texas
45062303,Texas
45062320,Texas
45062291,Texas
45062315,Texas
45062287,Texas
45062325,Texas
45062324,Texas
45062301,Texas
45062297,Texas
44804275,Florida
44804141,Kansas
44804137,Kansas
44804132,Kansas
44759411,China
she looks up at me waiting for her commands and will lick me with such purpose,Texas
44759419,Texas
44759428,Texas
44671619,California
44669651,California
44669465,North Carolina
44669342,North Carolina
44669213,North Carolina
44344915,Florida
44052706,South Carolina
43602025,Kansas
45105736,Virginia
45105053,Alabama
45105052,Alabama
45096709,Virginia
45096707,Virginia
45096674,Alabama
45096661,Virginia
45096632,Virginia
45096631,Virginia
45096627,Virginia
45096578,Alabama
45096498,Virginia
45096462,Virginia
45096452,Virginia
45096445,Virginia
45096437,Virginia
45095145,Virginia
45091510,Alabama
45091086,Alabama
45090568,Alabama
45090105,Alabama
45089745,Alabama
45086978,Alabama
45086929,Alabama
45086892,Alabama
45086844,Alabama
45086784,Alabama
45086659,Alabama
45086629,Alabama
45086595,Alabama
45086576,Alabama
45086116,Alabama
45086088,Alabama
45086074,Alabama
45086052,Alabama
45079809,Virginia
45078979,Virginia
45077792,Mississippi
45077787,Mississippi
45073275,West Virginia
45073080,Alabama
45072622,Virginia
45072605,Virginia
45072599,Virginia
45072588,Virginia
45072584,Virginia
