"doc_id","text","ent_type","start_id","length","id"
"text1","Ohana","GPE",2,1,"43689173"
"text1","Queensland","GPE",13,1,"43469177"
"text1","County","GPE",2,1,"43284268"
"text1","Sun City","GPE",6,2,"42184627"
"text1","Mexico","GPE",6,1,"41655318"
"text1","Egypt","GPE",2,1,"38705887"
"text1","Florida","GPE",2,1,"36691289"
"text1","Tennessee","GPE",7,1,"30062667"
"text1","Phoenix","GPE",4,1,"27232257"
"text1","Atkins","GPE",2,1,"45061575"
"text1","Ola","GPE",5,1,"44793938"
"text1","Arkansas","GPE",2,1,"37003305"
"text1","Tracy","GPE",2,1,"45002785"
"text1","San Jose","GPE",3,2,"44840088"
"text1","Tracy","GPE",2,1,"44671653"
"text1","Tracy","GPE",3,1,"43767361"
"text1","Los Angeles","GPE",2,2,"38072377"
"text1","Fresno","GPE",2,1,"37794968"
"text1","Fresno","GPE",2,1,"37794964"
"text1","San An","GPE",5,2,"45105689"
"text1","Texas","GPE",6,1,"45079773"
"text1","New Mexico","GPE",8,2,"\\"touch\\""
"text1","San An","GPE",5,2,"45072151"
"text1","San An","GPE",5,2,"45072179"
"text1","San An","GPE",5,2,"45072163"
"text1","San An","GPE",5,2,"45072135"
"text1","San An","GPE",5,2,"45072111"
"text1","San An","GPE",5,2,"45053650"
"text1","San An","GPE",5,2,"45031805"
"text1","Parvo","GPE",2,1,"45049250"
"text1","Colorado","GPE",2,1,"45049319"
"text1","San An","GPE",5,2,"45031789"
"text1","San An","GPE",5,2,"45031767"
"text1","San An","GPE",5,2,"45031553"
"text1","Texas","GPE",2,1,"45014568"
"text1","Texas","GPE",2,1,"44988057"
"text1","Texas","GPE",2,1,"44988053"
"text1","Jasper","GPE",2,1,"44974774"
"text1","New Mexico","GPE",6,2,"44953336"
"text1","San An","GPE",5,2,"44951979"
"text1","Texas","GPE",2,1,"44950060"
"text1","Texas","GPE",2,1,"44950058"
"text1","Texas","GPE",2,1,"44950056"
"text1","San An","GPE",5,2,"44947182"
"text1","Texas","GPE",2,1,"44946699"
"text1","Denver","GPE",2,1,"44942961"
"text1","Texas","GPE",2,1,"44900086"
"text1","New Mexico","GPE",2,2,"44891619"
"text1","San An","GPE",5,2,"44888299"
"text1","San An","GPE",5,2,"44888248"
"text1","San An","GPE",5,2,"44888250"
"text1","Texas","GPE",2,1,"44885172"
"text1","Kansas","GPE",5,1,"44884621"
"text1","San An","GPE",5,2,"44857384"
"text1","San An","GPE",5,2,"44857379"
"text1","Texas","GPE",2,1,"44856305"
"text1","New Mexico","GPE",4,2,"44850802"
"text1","San An","GPE",5,2,"44846248"
"text1","San An","GPE",5,2,"44846229"
"text1","San An","GPE",5,2,"44846189"
"text1","San An","GPE",5,2,"44845585"
"text1","San An","GPE",5,2,"44845504"
"text1","San An","GPE",5,2,"44845457"
"text1","San An","GPE",5,2,"44845446"
"text1","Glaucoma","GPE",2,1,"44841307"
"text1","Pampa","GPE",2,1,"44808271"
"text1","Texas","GPE",4,1,"44808271"
"text1","Pueblo","GPE",6,1,"44764018"
"text1","Pueblo","GPE",6,1,"44763916"
"text1","Alabama","GPE",2,1,"44740613"
"text1","Alabama","GPE",2,1,"44739540"
"text1","Denver","GPE",3,1,"44681540"
"text1","Pampa","GPE",2,1,"44677619"
"text1","NM","GPE",7,1,"44552192"
"text1","San An","GPE",5,2,"44510839"
"text1","San An","GPE",5,2,"44487137"
"text1","San An","GPE",5,2,"44487101"
"text1","San An","GPE",5,2,"44487075"
"text1","San An","GPE",5,2,"44486838"
"text1","Texas","GPE",2,1,"44482621"
"text1","Texas","GPE",2,1,"44451088"
"text1","Kansas","GPE",5,1,"44407159"
"text1","Kansas","GPE",2,1,"44384323"
"text1","NM","GPE",2,1,"44280561"
"text1","Pumpkin","GPE",3,1,"44059775"
"text1","Ho-Bo Care Boxer","GPE",2,5,"43993024"
"text1","Texas","GPE",2,1,"43970972"
"text1","Afghanistan","GPE",2,1,"43877389"
"text1","Colorado","GPE",2,1,"43839232"
"text1","Colorado","GPE",2,1,"43839233"
"text1","Kansas","GPE",3,1,"43577332"
"text1","Tijuana","GPE",5,1,"43326422"
"text1","Mexico","GPE",7,1,"43326422"
"text1","Texas","GPE",2,1,"42756805"
"text1","Roswell","GPE",7,1,"42279234"
"text1","New Mexico","GPE",9,2,"42279234"
"text1","Texas","GPE",11,1,"42031223"
"text1","Los Cruces","GPE",2,2,"41940570"
"text1","Texas","GPE",2,1,"41933242"
"text1","Colorado","GPE",13,1,"41933242"
"text1","Austria","GPE",2,1,"41600663"
"text1","Denver","GPE",6,1,"41179812"
"text1","Montrose","GPE",2,1,"40580233"
"text1","Thailand","GPE",2,1,"40110952"
"text1","Canon City","GPE",2,2,"40036107"
"text1","Colorado","GPE",4,1,"40036107"
"text1","Ho-Bo Care Boxer","GPE",2,5,"39123444"
"text1","Ho-Bo Care Boxer","GPE",2,5,"36065553"
"text1","Ho-Bo Care Boxer","GPE",2,5,"30176972"
"text1","Florida","GPE",2,1,"45107393"
"text1","California","GPE",2,1,"45106767"
"text1","St.","GPE",2,1,"45106728"
"text1","LA","GPE",11,1,"45105673"
"text1","Georgia","GPE",3,1,"45104128"
"text1","Texas","GPE",2,1,"45104125"
"text1","Georgia","GPE",2,1,"45104127"
"text1","Alabama","GPE",2,1,"45104126"
"text1","Alabama","GPE",5,1,"45104140"
"text1","Alabama","GPE",2,1,"45104139"
"text1","Alabama","GPE",3,1,"45104138"
"text1","North Carolina","GPE",7,2,"45100157"
"text1","North Carolina","GPE",7,2,"45099648"
"text1","North Carolina","GPE",7,2,"45099303"
"text1","North Carolina","GPE",7,2,"45098730"
"text1","Oakland","GPE",15,1,"45096094"
"text1","Oakland","GPE",15,1,"45095558"
"text1","West Virginia","GPE",2,2,"45095568"
"text1","West Virginia","GPE",2,2,"45095555"
"text1","West Virginia","GPE",2,2,"45095541"
"text1","West Virginia","GPE",2,2,"45095536"
"text1","West Virginia","GPE",2,2,"45095528"
"text1","Oakland","GPE",15,1,"45095518"
"text1","Oakland","GPE",15,1,"45095505"
"text1","Louie","GPE",2,1,"45093423"
"text1","Tennessee","GPE",6,1,"45092479"
"text1","Tennessee","GPE",9,1,"45092480"
"text1","Tennessee","GPE",6,1,"45092483"
"text1","Tennessee","GPE",9,1,"45092484"
"text1","South Carolina","GPE",2,2,"45058962"
"text1","the United States","GPE",6,3,"45089114"
"text1","the United States","GPE",6,3,"45089112"
"text1","the United States","GPE",6,3,"45089113"
"text1","South Carolina","GPE",7,2,"45088658"
"text1","South Carolina","GPE",7,2,"45088660"
"text1","South Carolina","GPE",7,2,"45088662"
"text1","North Carolina","GPE",7,2,"45087536"
"text1","North Carolina","GPE",7,2,"45087526"
"text1","North Carolina","GPE",7,2,"45087492"
"text1","North Carolina","GPE",7,2,"45087457"
"text1","North Carolina","GPE",7,2,"45087427"
"text1","North Carolina","GPE",7,2,"45087316"
"text1","North Carolina","GPE",7,2,"45087303"
"text1","North Carolina","GPE",7,2,"45087270"
"text1","North Carolina","GPE",7,2,"45087268"
"text1","North Carolina","GPE",7,2,"45087248"
"text1","North Carolina","GPE",7,2,"45087226"
"text1","North Carolina","GPE",7,2,"45087209"
"text1","North Carolina","GPE",7,2,"45087190"
"text1","North Carolina","GPE",7,2,"45087155"
"text1","North Carolina","GPE",7,2,"45087138"
"text1","North Carolina","GPE",7,2,"45087114"
"text1","North Carolina","GPE",7,2,"45087047"
"text1","North Carolina","GPE",7,2,"45087009"
"text1","North Carolina","GPE",7,2,"45086969"
"text1","North Carolina","GPE",7,2,"45086942"
"text1","North Carolina","GPE",7,2,"45086926"
"text1","North Carolina","GPE",7,2,"45086911"
"text1","North Carolina","GPE",7,2,"45086783"
"text1","North Carolina","GPE",7,2,"45086746"
"text1","North Carolina","GPE",7,2,"45086709"
"text1","North Carolina","GPE",7,2,"45086664"
"text1","North Carolina","GPE",7,2,"45086438"
"text1","Carolinas","GPE",3,1,"45084637"
"text1","Texas","GPE",2,1,"45084638"
"text1","Texas","GPE",2,1,"45084639"
"text1","Texas","GPE",2,1,"45084640"
"text1","Texas","GPE",2,1,"45084641"
"text1","the United States","GPE",6,3,"45080543"
"text1","LA","GPE",11,1,"45077412"
"text1","Tennessee","GPE",2,1,"45077941"
"text1","Opelousas","GPE",8,1,"45077859"
"text1","LA","GPE",10,1,"45077859"
"text1","Opelousas","GPE",8,1,"45077799"
"text1","LA","GPE",10,1,"45077799"
"text1","Mississippi","GPE",3,1,"45077810"
"text1","Mississippi","GPE",3,1,"45077777"
"text1","Mississippi","GPE",3,1,"45077768"
"text1","Opelousas","GPE",8,1,"45077746"
"text1","LA","GPE",10,1,"45077746"
"text1","Hous","GPE",7,1,"45077598"
"text1","LA","GPE",11,1,"45077359"
"text1","LA","GPE",11,1,"45077401"
"text1","LA","GPE",11,1,"45077251"
"text1","Georgia","GPE",2,1,"45076632"
"text1","Carolinas","GPE",3,1,"45076634"
"text1","Texas","GPE",2,1,"45076635"
"text1","Texas","GPE",2,1,"45076636"
"text1","Texas","GPE",2,1,"45076637"
"text1","Texas","GPE",2,1,"45076638"
"text1","the United States","GPE",6,3,"45073899"
"text1","West Virginia","GPE",2,2,"45072844"
"text1","South Carolina","GPE",2,2,"45072805"
"text1","LA","GPE",11,1,"45072806"
"text1","LA","GPE",11,1,"45072741"
"text1","South Carolina","GPE",2,2,"45072665"
"text1","LA","GPE",11,1,"45072627"
"text1","LA","GPE",11,1,"45072594"
"text1","LA","GPE",11,1,"45072541"
"text1","Georgia","GPE",2,1,"45071137"
"text1","South Carolina","GPE",2,2,"45070536"
"text1","South Carolina","GPE",2,2,"45070515"
"text1","South Carolina","GPE",2,2,"45059325"
"text1","South Carolina","GPE",2,2,"45069204"
"text1","Tennessee","GPE",2,1,"45070203"
"text1","South Carolina","GPE",2,2,"45068169"
"text1","the United States","GPE",6,3,"45067013"
"text1","the United States","GPE",6,3,"45067014"
"text1","the United States","GPE",6,3,"45067012"
"text1","the United States","GPE",6,3,"45067011"
"text1","Alabama","GPE",2,1,"45066606"
"text1","Oakland","GPE",15,1,"45065906"
"text1","Oakland","GPE",15,1,"45065885"
"text1","Oakland","GPE",15,1,"45065879"
"text1","Oakland","GPE",15,1,"45065872"
"text1","Arkansas","GPE",8,1,"45065861"
"text1","Alabama","GPE",2,1,"45064228"
"text1","Tennessee","GPE",2,1,"and when you talk to her she will sometimes tilt hear head to seem like she's concentrating super hard. She's a genius! Prue loves to play and we've discovered that she's taught herself fetch. While this girl is obviously a brainiac and could easily have a future in molecular biology or quantum physics"
"text1","Yongin","GPE",3,1,"45062580"
"text1","Korea","GPE",5,1,"45062580"
"text1","Korea","GPE",5,1,"45062490"
"text1","Tennessee","GPE",2,1,"45057789"
"text1","Tennessee","GPE",2,1,"45057790"
"text1","St.","GPE",20,1,"45057722"
"text1","Georgia","GPE",2,1,"45057001"
"text1","South Carolina","GPE",2,2,"45054618"
"text1","Memphis","GPE",4,1,"45053079"
"text1","the United States","GPE",6,3,"45052510"
"text1","the United States","GPE",6,3,"45052506"
"text1","Thailand","GPE",5,1,"45050632"
"text1","Thailand","GPE",5,1,"45050607"
"text1","Texas","GPE",2,1,"45048516"
"text1","Texas","GPE",2,1,"45048517"
"text1","Texas","GPE",2,1,"45048518"
"text1","Texas","GPE",2,1,"45048519"
"text1","Texas","GPE",2,1,"45048520"
"text1","LA","GPE",11,1,"45044587"
"text1","LA","GPE",11,1,"45044917"
"text1","LA","GPE",11,1,"45044458"
"text1","LA","GPE",11,1,"45043977"
"text1","the United States","GPE",6,3,"45043979"
"text1","LA","GPE",11,1,"45043613"
"text1","LA","GPE",11,1,"45043332"
"text1","LA","GPE",11,1,"45043065"
"text1","Rosenberg","GPE",5,1,"45038680"
"text1","Texas","GPE",7,1,"45038680"
"text1","Florida","GPE",2,1,"45035953"
"text1","South Carolina","GPE",7,2,"45024614"
"text1","South Carolina","GPE",7,2,"45024618"
"text1","South Carolina","GPE",7,2,"45024616"
"text1","South Carolina","GPE",6,2,"45024615"
"text1","South Carolina","GPE",7,2,"45024617"
"text1","Alabama","GPE",2,1,"45024222"
"text1","Alabama","GPE",2,1,"45024221"
"text1","LA","GPE",11,1,"45023899"
"text1","LA","GPE",11,1,"45023877"
"text1","LA","GPE",11,1,"45023811"
"text1","Alabama","GPE",2,1,"45023807"
"text1","LA","GPE",11,1,"45023750"
"text1","LA","GPE",11,1,"45023720"
"text1","Dallas","GPE",2,1,"45018109"
"text1","Texas","GPE",3,1,"45018109"
"text1","Texas","GPE",2,1,"45018110"
"text1","the United States","GPE",6,3,"45017348"
"text1","the United States","GPE",6,3,"45017349"
"text1","the United States","GPE",6,3,"45017351"
"text1","the United States","GPE",6,3,"45017353"
"text1","the United States","GPE",6,3,"45017354"
"text1","the United States","GPE",6,3,"45017352"
"text1","LA","GPE",11,1,"45016015"
"text1","LA","GPE",11,1,"45015984"
"text1","LA","GPE",11,1,"45015969"
"text1","Alabama","GPE",3,1,"45015813"
"text1","Georgia","GPE",5,1,"45013786"
"text1","Georgia","GPE",5,1,"45013787"
"text1","Georgia","GPE",3,1,"45013788"
"text1","Georgia","GPE",5,1,"45013789"
"text1","Texas","GPE",2,1,"45013790"
"text1","Texas","GPE",2,1,"45013791"
"text1","Texas","GPE",2,1,"45013792"
"text1","Texas","GPE",2,1,"45013793"
"text1","Texas","GPE",2,1,"45013794"
"text1","Georgia","GPE",2,1,"45013783"
"text1","Texas","GPE",2,1,"45013784"
"text1","Texas","GPE",2,1,"45013785"
"text1","Aruba","GPE",5,1,"45010972"
"text1","the United States","GPE",6,3,"45010939"
"text1","Mississippi","GPE",2,1,"45009489"
"text1","Mississippi","GPE",6,1,"45009234"
"text1","the United States","GPE",6,3,"45005224"
"text1","the United States","GPE",6,3,"45005225"
"text1","the United States","GPE",6,3,"45005228"
"text1","the United States","GPE",6,3,"45005229"
"text1","the United States","GPE",6,3,"45005230"
"text1","the United States","GPE",6,3,"45005231"
"text1","the United States","GPE",6,3,"45005226"
"text1","Georgia","GPE",2,1,"45004168"
"text1","Alabama","GPE",2,1,"45004161"
"text1","Texas","GPE",2,1,"44906872"
"text1","Texas","GPE",2,1,"44906929"
"text1","California","GPE",6,1,"45002544"
"text1","Texas","GPE",7,1,"45002043"
"text1","the United States","GPE",6,3,"44998808"
"text1","Texas","GPE",7,1,"44998013"
"text1","Jaden","GPE",6,1,"44996841"
"text1","the United States","GPE",6,3,"44992376"
"text1","Northern NJ","GPE",9,2,"44991299"
"text1","Sealy","GPE",8,1,"44991071"
"text1","Northern NJ","GPE",9,2,"44990742"
"text1","China","GPE",2,1,"44989855"
"text1","Blizzard","GPE",4,1,"44989855"
"text1","Texas","GPE",7,1,"44986616"
"text1","Tennessee","GPE",6,1,"44986926"
"text1","Georgia","GPE",3,1,"44924713"
"text1","Texas","GPE",2,1,"44979082"
"text1","Texas","GPE",2,1,"44979083"
"text1","Florida","GPE",2,1,"44976355"
"text1","Long Island","GPE",6,2,"44975348"
"text1","Texas","GPE",2,1,"44974376"
"text1","Rhode Island","GPE",7,2,"44974376"
"text1","the United States","GPE",6,3,"44973989"
"text1","the United States","GPE",6,3,"44973990"
"text1","the United States","GPE",6,3,"44973991"
"text1","the United States","GPE",6,3,"44973994"
"text1","Puer","GPE",5,1,"44971757"
"text1","California","GPE",6,1,"44971429"
"text1","Oakland","GPE",15,1,"44969938"
"text1","Oakland","GPE",15,1,"44969912"
"text1","Oakland","GPE",15,1,"44969848"
"text1","Texas","GPE",2,1,"44969432"
"text1","Carolina","GPE",3,1,"44969435"
"text1","MA","GPE",12,1,"44963373"
"text1","Texas","GPE",2,1,"44960201"
"text1","Texas","GPE",2,1,"44960203"
"text1","Texas","GPE",5,1,"44957637"
"text1","Oakland","GPE",15,1,"44952153"
"text1","Oakland","GPE",15,1,"44952140"
"text1","Oakland","GPE",15,1,"44952136"
"text1","Louisiana","GPE",2,1,"44950825"
"text1","Louisiana","GPE",2,1,"44950588"
"text1","Louisiana","GPE",2,1,"44950256"
"text1","Arkansas","GPE",4,1,"44948712"
"text1","Kentucky","GPE",7,1,"44946255"
"text1","the United States","GPE",6,3,"44946251"
"text1","the United States","GPE",6,3,"44946252"
"text1","North Carolina","GPE",2,2,"44945320"
"text1","Georgia","GPE",2,1,"44944031"
"text1","Georgia","GPE",2,1,"44944027"
"text1","Georgia","GPE",2,1,"44943979"
"text1","South Carolina","GPE",14,2,"44943134"
"text1","Virginia","GPE",2,1,"44941535"
"text1","Texas","GPE",2,1,"44941545"
"text1","the United States","GPE",6,3,"44939821"
"text1","Texas","GPE",2,1,"44931071"
"text1","Texas","GPE",2,1,"44930764"
"text1","Texas","GPE",2,1,"44930765"
"text1","Far Rockaway","GPE",6,2,"44928173"
"text1","Georgia","GPE",2,1,"\\"high five\\""
"text1","the United States","GPE",6,3,"44909681"
"text1","Texas","GPE",2,1,"44904616"
"text1","Texas","GPE",2,1,"44904617"
"text1","Texas","GPE",2,1,"44904619"
"text1","the United States","GPE",6,3,"44899353"
"text1","Dallas","GPE",2,1,"44895388"
"text1","Dallas","GPE",2,1,"44895381"
"text1","Dallas","GPE",2,1,"44895305"
"text1","Dallas","GPE",2,1,"44895096"
"text1","Texas","GPE",2,1,"44894428"
"text1","Texas","GPE",2,1,"44894429"
"text1","the United States","GPE",6,3,"44890420"
"text1","the United States","GPE",6,3,"44890419"
"text1","West Virginia","GPE",2,2,"44889074"
"text1","Medfield","GPE",10,1,"44888514"
"text1","Medfield","GPE",10,1,"44888493"
"text1","Texas","GPE",2,1,"44886851"
"text1","Texas","GPE",3,1,"44886381"
"text1","Texas","GPE",3,1,"44886221"
"text1","Thailand","GPE",5,1,"44884880"
"text1","DC","GPE",9,1,"44883681"
"text1","DC","GPE",7,1,"44883680"
"text1","Mississippi","GPE",12,1,"44876726"
"text1","Mississippi","GPE",12,1,"44876727"
"text1","Mississippi","GPE",12,1,"44876729"
"text1","Mississippi","GPE",12,1,"44876730"
"text1","Mississippi","GPE",12,1,"44876731"
"text1","Miami","GPE",2,1,"44872945"
"text1","Florida","GPE",4,1,"44872945"
"text1","Miami","GPE",2,1,"44872946"
"text1","Miami","GPE",2,1,"44872947"
"text1","Florida","GPE",4,1,"44872947"
"text1","Texas","GPE",2,1,"44872570"
"text1","Texas","GPE",2,1,"44872571"
"text1","Texas","GPE",2,1,"44872569"
"text1","China","GPE",6,1,"44870724"
"text1","China","GPE",2,1,"44869214"
"text1","Georgia","GPE",2,1,"44867926"
"text1","Texas","GPE",2,1,"44866557"
"text1","the United States","GPE",6,3,"44863935"
"text1","Oakland","GPE",15,1,"44861906"
"text1","Deep South","GPE",2,2,"44855756"
"text1","Texas","GPE",4,1,"44855756"
"text1","Tuxedo","GPE",2,1,"44853939"
"text1","NY","GPE",4,1,"44853939"
"text1","Louisiana","GPE",3,1,"44852545"
"text1","North Carolina","GPE",7,2,"44845077"
"text1","NC","GPE",8,1,"44845027"
"text1","Texas","GPE",7,1,"44844285"
"text1","NY","GPE",16,1,"44844285"
"text1","Texas","GPE",7,1,"44844253"
"text1","NY","GPE",16,1,"44844253"
"text1","North Carolina","GPE",2,2,"44843013"
"text1","Alabama","GPE",7,1,"44836900"
"text1","Manhattan","GPE",3,1,"44834628"
"text1","Yangsan","GPE",7,1,"44827919"
"text1","Korea","GPE",9,1,"44827919"
"text1","China","GPE",6,1,"44827365"
"text1","Carolinas","GPE",3,1,"44826639"
"text1","Memphis","GPE",2,1,"44824251"
"text1","the United States","GPE",6,3,"44824223"
"text1","North Carolina","GPE",7,2,"44822425"
"text1","North Carolina","GPE",7,2,"44822418"
"text1","Texas","GPE",2,1,"44821608"
"text1","Texas","GPE",2,1,"44821609"
"text1","Texas","GPE",2,1,"44821539"
"text1","the United States","GPE",6,3,"44819258"
"text1","Opelousas","GPE",8,1,"44818123"
"text1","LA","GPE",10,1,"44818123"
"text1","Texas","GPE",2,1,"44815706"
"text1","Burt","GPE",2,1,"44813331"
"text1","South Carolina","GPE",6,2,"44812957"
"text1","China","GPE",2,1,"44812621"
"text1","Miami","GPE",2,1,"44810994"
"text1","Ohio","GPE",6,1,"44809216"
"text1","Bahamas","GPE",3,1,"44809007"
"text1","NC","GPE",8,1,"44806215"
"text1","NC","GPE",8,1,"44806200"
"text1","NC","GPE",8,1,"44806171"
"text1","Indiana","GPE",7,1,"44803209"
"text1","Texas","GPE",2,1,"44802452"
"text1","Texas","GPE",2,1,"44802455"
"text1","Texas","GPE",2,1,"44802456"
"text1","South Carolina","GPE",2,2,"44796594"
"text1","Texas","GPE",2,1,"44796595"
"text1","Texas","GPE",2,1,"44796597"
"text1","Texas","GPE",2,1,"44796598"
"text1","Texas","GPE",2,1,"44796593"
"text1","LA","GPE",11,1,"44792769"
"text1","Ecuador","GPE",2,1,"44791240"
"text1","LA","GPE",11,1,"44790678"
"text1","Arkansas","GPE",5,1,"44789736"
"text1","Thailand","GPE",2,1,"44789694"
"text1","South Carolina","GPE",2,2,"44786300"
"text1","Alabama","GPE",2,1,"44781063"
"text1","the United States","GPE",6,3,"44772959"
"text1","Alabama","GPE",6,1,"44771856"
"text1","Alabama","GPE",7,1,"44771752"
"text1","LA","GPE",11,1,"44764123"
"text1","Texas","GPE",2,1,"44769379"
"text1","Texas","GPE",2,1,"44769380"
"text1","Georgia","GPE",5,1,"44769385"
"text1","the United States","GPE",6,3,"44765819"
"text1","LA","GPE",11,1,"44764403"
"text1","LA","GPE",11,1,"44764188"
"text1","LA","GPE",11,1,"44764156"
"text1","Alabama","GPE",3,1,"44763711"
"text1","North Carolina","GPE",3,2,"44762190"
"text1","Edison","GPE",7,1,"44756396"
"text1","Edison","GPE",14,1,"44756396"
"text1","Tennessee","GPE",2,1,"44748086"
"text1","Louisiana","GPE",5,1,"44747546"
"text1","Carolinas","GPE",3,1,"44745345"
"text1","Alabama","GPE",2,1,"44737492"
"text1","Texas","GPE",2,1,"44732881"
"text1","the United States","GPE",6,3,"44732395"
"text1","the United States","GPE",6,3,"44732396"
"text1","New York","GPE",2,2,"44723175"
"text1","Thailand","GPE",2,1,"44722095"
"text1","Tennessee","GPE",2,1,"44722099"
"text1","Texas","GPE",2,1,"44717263"
"text1","North Carolina","GPE",2,2,"44712305"
"text1","Texas","GPE",6,1,"44707156"
"text1","the United States","GPE",6,3,"44703168"
"text1","Virginia","GPE",5,1,"44700963"
"text1","Georgia","GPE",2,1,"44699305"
"text1","Georgia","GPE",2,1,"44699306"
"text1","Georgia","GPE",2,1,"44699303"
"text1","Arkansas","GPE",8,1,"44695810"
"text1","Florida","GPE",2,1,"44692944"
"text1","Memphis","GPE",2,1,"44692248"
"text1","Georgia","GPE",2,1,"44691046"
"text1","Memphis","GPE",2,1,"44687813"
"text1","Tennessee","GPE",2,1,"44686601"
"text1","Tennessee","GPE",2,1,"44686601"
"text1","Tennessee","GPE",2,1,"44686426"
"text1","Tennessee","GPE",2,1,"44686426"
"text1","Oakland","GPE",15,1,"44684934"
"text1","Oakland","GPE",15,1,"44684778"
"text1","Wayne","GPE",2,1,"44679008"
