"id","breed_primary","breed_secondary","age","sex","name","size","original_state","final_state","file"
45868241,"Pointer",,"Baby","Female","Hanna","Medium","Russia","Pennsylvania","pointer"
45841145,"Mixed Breed",,"Baby","Male","Angus","Medium","Oman","New Hampshire","mix"
45839998,"Mixed Breed",,"Baby","Female","Atlas","Medium","Oman","New Hampshire","mix"
45501025,"Labrador Retriever",,"Adult","Male","Parker **COURTESY POST**","Large","Tennessee","Ohio","labrador"
45789815,"American Staffordshire Terrier",,"Adult","Female","Mona","Medium","North Carolina","New York","pitbull"
45614212,"Beagle","Foxhound","Adult","Female","Bailee","Medium","North Carolina","New Jersey","beagle"
44845027,"Pit Bull Terrier",,"Adult","Male","Gibson","Large","North Carolina","New Jersey","pitbull"
44806215,"Chocolate Labrador Retriever","Pit Bull Terrier","Young","Male","Grand","Medium","North Carolina","New York","labrador"
44649300,"Catahoula Leopard Dog",,"Young","Female","Fuli","Medium","North Carolina","New York","australian-shepherd"
39352398,"American Staffordshire Terrier","Labrador Retriever","Adult","Female","Molly","Medium","North Carolina","Rhode Island","pitbull"
33674995,"Anatolian Shepherd",,"Adult","Female","Annie","Extra Large","North Carolina","New York","german-shepherd"
30473326,"Chihuahua",,"Adult","Male","Cain","Small","North Carolina","New York","chihuahua"
45983386,"Beagle","Mixed Breed","Baby","Female","Rachel Ray","Medium","North Carolina","Virginia","beagle"
45903711,"Beagle","Hound","Baby","Female","Ribbons","Medium","North Carolina","Virginia","beagle"
45903583,"Labrador Retriever","Boxer","Baby","Male","Reeses","Medium","North Carolina","Virginia","labrador"
45840000,"American Bulldog","Pit Bull Terrier","Adult","Female","Marion","Medium","North Carolina","Pennsylvania","bulldog"
45732863,"Hound","Shepherd","Baby","Male","Max","Medium","North Carolina","Virginia","beagle"
45732019,"Dachshund",,"Young","Male","Myles","Small","North Carolina","Maryland","dachshund"
45656533,"Beagle",,"Adult","Male","Baxter","Small","North Carolina","Virginia","beagle"
45554162,"Terrier",,"Young","Male","Griswold","Medium","North Carolina","Virginia","schnauzer"
45340641,"Jack Russell Terrier",,"Young","Male","Stewie","Small","North Carolina","Virginia","jack-russell"
43271913,"Jack Russell Terrier",,"Young","Male","Branch *Adopt*","Small","North Carolina","Virginia","jack-russell"
42854548,"Dachshund","Beagle","Adult","Female","Midnight","Small","North Carolina","Pennsylvania","dachshund"
41305705,"Bull Terrier","Labrador Retriever","Adult","Female","Gweeny","Large","North Carolina","Maryland","bull-terrier"
39837475,"Hound",,"Adult","Male","Moose","Medium","North Carolina","Virginia","beagle"
45880486,"Carolina Dog","Hound","Baby","Female","FANCY","Medium","North Carolina","New Jersey","german-shepherd"
45880487,"Carolina Dog","Hound","Baby","Male","JUBAL","Medium","North Carolina","New Jersey","german-shepherd"
45878973,"Beagle",,"Senior","Female","BAYLEE","Medium","North Carolina","New Jersey","beagle"
45866682,"Labrador Retriever",,"Adult","Female","Mama Joyce","Medium","North Carolina","Pennsylvania","labrador"
45401319,"Black Labrador Retriever","American Staffordshire Terrier","Baby","Female","ZENA","Medium","North Carolina","New Jersey","labrador"
44631839,"Beagle",,"Adult","Female","SKYE","Small","North Carolina","New Jersey","beagle"
44470741,"Labrador Retriever","Pit Bull Terrier","Adult","Female","MADIGAN WAGS -RECOVERING FROM HER  PREVIOUS LIFE","Medium","North Carolina","Pennsylvania","labrador"
45875066,"Akita",,"Young","Male","Chevy","Extra Large","North Carolina","Georgia","akita"
45851112,"Great Dane",,"Baby","Female","Georgia Pups","Extra Large","Georgia","North Carolina","great-dane"
45661924,"Beagle","Hound","Young","Male","Fred Bladen","Large","North Carolina","New Jersey","beagle"
45310649,"Hound","Retriever","Adult","Female","Shyla","Medium","North Carolina","New Jersey","beagle"
44852856,"Labrador Retriever",,"Adult","Male","Buck","Large","North Carolina","Pennsylvania","labrador"
42832486,"Shepherd",,"Adult","Female","Tina","Medium","North Carolina","New Jersey","german-shepherd"
45230336,"Doberman Pinscher",,"Adult","Male","Diesel","Large","North Carolina","Tennessee","doberman"
45767610,"Akita",,"Young","Male","Ace","Large","North Carolina","Virginia","akita"
43764247,"Dogo Argentino",,"Adult","Female","ELSA","Large","North Carolina","Virginia","pitbull"
42589141,"Akita",,"Adult","Male","Kazu","Large","North Carolina","Virginia","akita"
40853135,"Dogo Argentino",,"Adult","Female","Elsa","Medium","North Carolina","Virginia","pitbull"
27562101,"Hound","Pit Bull Terrier","Young","Female","Reese","Medium","North Carolina","Virginia","beagle"
20905974,"Chow Chow","English Springer Spaniel","Senior","Male","Rowdy","Large","North Carolina","South Carolina","chow"
45971617,"Labrador Retriever",,"Adult","Female","Joplin","Large","Nebraska","Iowa","labrador"
45971619,"Labrador Retriever",,"Adult","Male","Ace","Large","Nebraska","Iowa","labrador"
45971620,"Labrador Retriever",,"Adult","Female","Blondie","Large","Nebraska","Iowa","labrador"
45971621,"German Shepherd Dog","Labrador Retriever","Adult","Male","Ringo","Large","Nebraska","Iowa","german-shepherd"
41549100,"Greyhound","Mixed Breed","Adult","Male","Kitt","Medium","Nevis","Kansas","greyhound"
45210464,"Hound","Whippet","Adult","Female","Honey-Indian Pariah Dog","Medium","India","Massachusetts","beagle"
45733692,"Hound",,"Young","Male","Duke-Indian Pariah Dog","Medium","India","New Jersey","beagle"
45217128,"Whippet","Hound","Young","Female","Lola- Indian Pariah Dog","Medium","India","New Jersey","greyhound"
45988280,"Shepherd",,"Adult","Male","Rainier","Medium","Texas","New Jersey","german-shepherd"
45001254,"Bull Terrier",,"Adult","Male","Dexter","Medium","New Jersey","South Carolina","bull-terrier"
46020666,"Hound","Shepherd","Young","Female","Muffin","Large","North Carolina","New Jersey","beagle"
45981735,"Chihuahua",,"Adult","Male","Clyde Lonestar*","Small","Texas","New Jersey","chihuahua"
39423619,"Terrier",,"Adult","Female","Lady Beaufort","Medium","South Carolina","New Jersey","schnauzer"
44752781,"Carolina Dog",,"Adult","Female","Eliza","Small","New Mexico","Utah","german-shepherd"
44752738,"Pit Bull Terrier",,"Adult","Female","Fenway","Small","New Mexico","Utah","pitbull"
44752277,"Pit Bull Terrier",,"Senior","Female","Lotti","Small","New Mexico","Utah","pitbull"
44752224,"Shepherd",,"Senior","Male","Thor","Small","New Mexico","Utah","german-shepherd"
45665744,"Terrier",,"Baby","Male","Bo","Small","New Mexico","Arizona","schnauzer"
46033460,"German Shepherd Dog",,"Young","Female","Dakota","Medium","New Mexico","Colorado","german-shepherd"
45986217,"German Shepherd Dog",,"Baby","Male","Legend","Medium","New Mexico","Colorado","german-shepherd"
45881269,"Boxer",,"Baby","Male","Jupiter","Medium","New Mexico","Colorado","boxer"
45876630,"Boxer",,"Baby","Male","Pluto","Medium","New Mexico","Colorado","boxer"
45876628,"Boxer",,"Baby","Male","Uri","Medium","New Mexico","Colorado","boxer"
45876627,"Boxer",,"Baby","Male","Mercury","Medium","New Mexico","Colorado","boxer"
45876626,"Boxer",,"Baby","Male","Mars","Medium","New Mexico","Colorado","boxer"
45876629,"Boxer",,"Baby","Male","Neptune","Medium","New Mexico","Colorado","boxer"
45876624,"Boxer",,"Baby","Male","Saturn","Medium","New Mexico","Colorado","boxer"
45278717,"Shepherd","Cattle Dog","Baby","Female","Sky","Medium","New Mexico","Colorado","german-shepherd"
45348819,"Terrier","West Highland White Terrier / Westie","Adult","Female","Winnie: medical hold (NY)","Small","New Mexico","New York","schnauzer"
45231726,"Australian Cattle Dog / Blue Heeler",,"Adult","Female","Trinket","Medium","New Mexico","Utah","australian-shepherd"
43937163,"Akita",,"Adult","Female","Kimy","Extra Large","Louisiana","Georgia","akita"
45517715,"American Staffordshire Terrier",,"Young","Male","Sebastien(dino)","Medium","Louisiana","Tennessee","pitbull"
44752740,"Pit Bull Terrier",,"Adult","Male","Cliff","Small","New York","Utah","pitbull"
43577454,"Jindo",,"Adult","Female","Apple","Small","South Korea","New York","shiba-inu"
43756698,"Pit Bull Terrier",,"Adult","Male","XP Digby - New York City","Medium","New York","New Jersey","pitbull"
43054077,"Pit Bull Terrier",,"Adult","Female","XP Roo - NYC","Medium","New York","New Jersey","pitbull"
39591298,"Pit Bull Terrier",,"Adult","Male","Tone","Medium","New Jersey","New York","pitbull"
34247354,"Pit Bull Terrier",,"Adult","Male","Dustin","Large","New Jersey","New York","pitbull"
45681749,"Cattle Dog",,"Young","Male","Luke - COURTESY POST","Medium","Tennessee","New Hampshire","australian-shepherd"
44952647,"Cattle Dog",,"Adult","Female","Lilly","Medium","Texas","New Hampshire","australian-shepherd"
44175129,"Cattle Dog","Pointer","Young","Male","Luke","Medium","Tennessee","New Hampshire","australian-shepherd"
37738883,"Hound",,"Senior","Male","Fox","Large","New York","New Hampshire","beagle"
45759653,"Labrador Retriever","Pit Bull Terrier","Young","Female","Ellie","Medium","New Jersey","New York","labrador"
46017556,"Terrier",,"Baby","Female","Yosemite","Small","Texas","New Jersey","schnauzer"
44593940,"Golden Retriever","Chow Chow","Young","Female","Maybe- SHY PUP","Medium","Pennsylvania","New Jersey","golden-retriever"
45903660,"Labrador Retriever",,"Young","Male","Tanner","Medium","Louisiana","New Jersey","labrador"
42225054,"Pit Bull Terrier",,"Adult","Female","Star","Medium","New Jersey","New York","pitbull"
43891211,"Bullmastiff",,"Young","Male","Freddie","Large","New Mexico","Arizona","mastiff"
45989316,"German Shepherd Dog",,"Baby","Male","Bandit","Medium","New Mexico","Colorado","german-shepherd"
45945379,"Labrador Retriever",,"Baby","Male","Beau","Large","New Mexico","Colorado","labrador"
45829886,"White German Shepherd",,"Young","Male","Simon","Large","New Mexico","Colorado","german-shepherd"
45776983,"Chihuahua","Australian Cattle Dog / Blue Heeler","Adult","Male","Woodie","Small","New Mexico","Colorado","chihuahua"
44552192,"Doberman Pinscher",,"Baby","Female","Mocha","Medium","New Mexico","Colorado","doberman"
45940588,"Shepherd","Hound","Adult","Female","LOVELY LILLY! FRIENDLY & HEALTHY","Medium","South Carolina","New Jersey","german-shepherd"
46039435,"Terrier","Mixed Breed","Adult","Female","Dia","Medium","North Carolina","Connecticut","schnauzer"
46037557,"Staffordshire Bull Terrier",,"Young","Male","JoJo","Large","North Carolina","Connecticut","pitbull"
46037432,"Shepherd","Terrier","Young","Male","Lumley","Medium","North Carolina","Connecticut","german-shepherd"
46030817,"Beagle",,"Young","Male","Gus","Medium","North Carolina","New Jersey","beagle"
46018243,"Labrador Retriever","Boxer","Young","Female","Cassi","Large","North Carolina","Connecticut","labrador"
46010451,"Husky","Shepherd","Young","Female","Ester","Medium","North Carolina","Connecticut","husky"
45956484,"Labrador Retriever","Hound","Baby","Male","Cheerio","Medium","North Carolina","New Jersey","labrador"
45956454,"Labrador Retriever","Hound","Baby","Female","Toastie","Medium","North Carolina","New Jersey","labrador"
45956440,"Labrador Retriever","Hound","Baby","Female","Pancake","Medium","North Carolina","New Jersey","labrador"
45956365,"Labrador Retriever","Hound","Baby","Male","Waffles","Medium","North Carolina","New Jersey","labrador"
45923623,"Beagle",,"Adult","Male","Gomer","Small","North Carolina","New Jersey","beagle"
45923621,"Beagle",,"Young","Male","Toby","Small","North Carolina","New Jersey","beagle"
45923616,"Beagle",,"Adult","Male","Ranger","Small","North Carolina","New Jersey","beagle"
45923605,"Beagle",,"Young","Female","Layla","Small","North Carolina","New Jersey","beagle"
45923597,"Beagle",,"Adult","Male","Goober","Small","North Carolina","New Jersey","beagle"
45923567,"Hound",,"Young","Female","Tilly","Medium","North Carolina","New Jersey","beagle"
45923542,"Hound",,"Young","Female","Tammy","Medium","North Carolina","New Jersey","beagle"
45923519,"Hound",,"Adult","Female","Carol","Large","North Carolina","New Jersey","beagle"
45923491,"Hound",,"Adult","Male","Lenny","Large","North Carolina","New Jersey","beagle"
45917671,"Border Collie",,"Baby","Female","Julianna","Medium","North Carolina","New Jersey","border-collie"
45848319,"Australian Cattle Dog / Blue Heeler",,"Baby","Male","Drago","Medium","North Carolina","Connecticut","australian-shepherd"
45848142,"Australian Cattle Dog / Blue Heeler",,"Baby","Female","Sooky","Medium","North Carolina","Connecticut","australian-shepherd"
45838828,"Weimaraner","Mixed Breed","Young","Female","Amour","Medium","North Carolina","Connecticut","greyhound"
45769931,"American Staffordshire Terrier","Pit Bull Terrier","Young","Female","Zara","Medium","North Carolina","Rhode Island","pitbull"
45618703,"Chihuahua","Dachshund","Adult","Male","Bobby","Medium","North Carolina","Massachusetts","chihuahua"
45427358,"Labrador Retriever","Boxer","Young","Female","JEWEL","Medium","North Carolina","New York","labrador"
45238152,"Australian Shepherd","Cattle Dog","Young","Male","Charlie","Large","North Carolina","Connecticut","australian-shepherd"
45214130,"Labrador Retriever","Shepherd","Adult","Female","Ceylon","Large","North Carolina","Connecticut","labrador"
44945277,"Black Mouth Cur","Hound","Adult","Male","Oden","Medium","North Carolina","Massachusetts","labrador"
44943697,"Australian Shepherd","Hound","Young","Male","Romeo","Medium","North Carolina","Massachusetts","australian-shepherd"
44762190,"American Foxhound",,"Baby","Male","Bailey","Medium","North Carolina","New York","fox-terrier"
44712385,"Australian Shepherd",,"Baby","Female","Sadie","Medium","North Carolina","Connecticut","australian-shepherd"
44524706,"Terrier","Mixed Breed","Baby","Male","Bobi","Medium","North Carolina","New York","schnauzer"
43658136,"Pit Bull Terrier",,"Young","Female","Neveah","Medium","North Carolina","New York","pitbull"
43583203,"Shepherd",,"Young","Female","Mema","Medium","North Carolina","Connecticut","german-shepherd"
43121393,"Shepherd",,"Adult","Male","Pete","Extra Large","North Carolina","Connecticut","german-shepherd"
41082837,"Boxer",,"Adult","Female","Cloud","Medium","North Carolina","New York","boxer"
32753766,"Cattle Dog",,"Adult","Male","Parker","Medium","North Carolina","New York","australian-shepherd"
46037412,"Shepherd","Hound","Adult","Female","Ola","Large","North Carolina","Delaware","german-shepherd"
46007896,"Mixed Breed",,"Adult","Male","Stowe","Medium","North Carolina","Virginia","mix"
45870460,"Labrador Retriever",,"Baby","Male","Franklin","Small","North Carolina","Virginia","labrador"
45870435,"Plott Hound",,"Baby","Male","Murphy","Small","North Carolina","Virginia","labrador"
45870449,"Plott Hound",,"Baby","Female","Shelby","Small","North Carolina","Virginia","labrador"
45870447,"Plott Hound",,"Adult","Female","Charlotte","Medium","North Carolina","Virginia","labrador"
45870433,"Plott Hound",,"Baby","Male","Michael","Small","North Carolina","Virginia","labrador"
45870442,"Plott Hound",,"Baby","Female","Marion","Small","North Carolina","Virginia","labrador"
45840148,"American Bulldog","Pit Bull Terrier","Adult","Female","Ali","Medium","North Carolina","Pennsylvania","bulldog"
45740586,"Bluetick Coonhound",,"Adult","Male","Beau","Large","North Carolina","Pennsylvania","beagle"
45740682,"German Shepherd Dog",,"Adult","Female","Kimi","Large","North Carolina","Pennsylvania","german-shepherd"
45581020,"Hound","Terrier","Baby","Male","Jeremy","Medium","North Carolina","Delaware","beagle"
45581019,"Hound","Terrier","Baby","Male","Teresa","Medium","North Carolina","Delaware","beagle"
45334360,"Harrier","Beagle","Adult","Female","Shelby","Medium","North Carolina","Delaware","beagle"
45334355,"Hound","Coonhound","Adult","Female","Sissy","Medium","North Carolina","Delaware","beagle"
45191694,"Boxer",,"Young","Male","Rufus","Medium","North Carolina","Delaware","boxer"
44407495,"Mountain Cur","Pit Bull Terrier","Adult","Female","Tapestry","Medium","North Carolina","Delaware","labrador"
44290029,"Pit Bull Terrier","Mixed Breed","Young","Male","Tim","Medium","North Carolina","Delaware","pitbull"
43889811,"Pit Bull Terrier","Boxer","Senior","Female","Diamond- Courtesy Listing","Large","North Carolina","Virginia","pitbull"
43878413,"Foxhound",,"Young","Male","Apollo Hound","Large","North Carolina","Maryland","beagle"
43626571,"Boxer",,"Senior","Male","Skinner","Large","North Carolina","Maryland","boxer"
43309849,"Great Dane","Mixed Breed","Young","Male","Rj","Large","North Carolina","Delaware","great-dane"
42340392,"Hound",,"Adult","Male","Jake N","Medium","North Carolina","Virginia","beagle"
40994001,"Pit Bull Terrier",,"Adult","Female","Farrah","Medium","North Carolina","Virginia","pitbull"
37374359,"American Staffordshire Terrier","Pit Bull Terrier","Adult","Male","Simba","Large","North Carolina","Virginia","pitbull"
35102211,"Boxer",,"Adult","Female","Karma","Medium","North Carolina","Maryland","boxer"
46040142,"Mixed Breed",,"Young","Female","Izzy","Medium","North Carolina","Pennsylvania","mix"
46040051,"Mixed Breed",,"Young","Male","Coby","Medium","North Carolina","Pennsylvania","mix"
46038606,"Labrador Retriever",,"Young","Female","Pooh","Medium","North Carolina","New Jersey","labrador"
46038422,"Labrador Retriever",,"Baby","Female","Polly","Small","North Carolina","New Jersey","labrador"
46038421,"Labrador Retriever",,"Baby","Female","Jenny","Small","North Carolina","New Jersey","labrador"
46038361,"Black Mouth Cur",,"Young","Male","Gizmo","Medium","North Carolina","New Jersey","labrador"
46038309,"Jack Russell Terrier",,"Adult","Female","Star","Medium","North Carolina","New Jersey","jack-russell"
46037336,"Mixed Breed",,"Young","Male","Billy","Medium","North Carolina","Pennsylvania","mix"
45782147,"Mixed Breed",,"Young","Male","Emmett *Sponsored adoption fee*","Medium","North Carolina","Pennsylvania","mix"
45780863,"Mixed Breed",,"Young","Male","Forrest *Foster*","Large","North Carolina","Pennsylvania","mix"
45749731,"Mixed Breed",,"Young","Male","Rico *Foster*","Medium","North Carolina","Pennsylvania","mix"
45593500,"Labrador Retriever","Mixed Breed","Baby","Male","KENTUCKY DERBY SOCIETY-A KENTUCKY PUP","Large","North Carolina","Pennsylvania","labrador"
44770359,"Carolina Dog",,"Adult","Female","Pickles","Medium","North Carolina","Pennsylvania","german-shepherd"
43251391,"Plott Hound",,"Adult","Male","Waffle Society-LOOKING FOR A HOME","Large","North Carolina","Pennsylvania","labrador"
44531293,"Catahoula Leopard Dog","Hound","Adult","Male","Joseph","Medium","North Carolina","Georgia","australian-shepherd"
45888276,"Treeing Walker Coonhound",,"Young","Male","Bayne","Medium","North Carolina","Kentucky","beagle"
37150897,"American Staffordshire Terrier",,"Adult","Male","RED","Large","North Carolina","Ohio","pitbull"
45715944,"Finnish Spitz",,"Adult","Female","Pumpkin","Medium","North Carolina","Maine","shiba-inu"
44669342,"German Shepherd Dog",,"Young","Female","Hazel","Large","North Carolina","Maine","german-shepherd"
44669213,"German Shepherd Dog",,"Young","Male","Rookie","Large","North Carolina","Maine","german-shepherd"
45833621,"Labrador Retriever","Boxer","Young","Female","Lexi","Large","North Carolina","Maine","labrador"
45803400,"Hound",,"Young","Female","Ginger","Medium","North Carolina","Maine","beagle"
45719791,"American Staffordshire Terrier",,"Young","Male","Blue","Large","North Carolina","Vermont","pitbull"
46026335,"American Staffordshire Terrier",,"Young","Male","Zeus SCAS","Large","North Carolina","New Jersey","pitbull"
46019813,"Shepherd",,"Senior","Male","Arthur","Medium","North Carolina","New Jersey","german-shepherd"
45492513,"Hound",,"Adult","Male","Spuds","Medium","North Carolina","New Jersey","beagle"
45361659,"Cocker Spaniel",,"Senior","Male","Indy","Medium","North Carolina","New Jersey","spaniel"
45086532,"Retriever","Hound","Young","Male","Shaggy","Medium","North Carolina","New Jersey","golden-retriever"
44692556,"Mountain Cur",,"Adult","Male","Maddox","Medium","North Carolina","New Jersey","labrador"
42744147,"Plott Hound",,"Young","Female","Bella Bladen","Medium","North Carolina","New Jersey","labrador"
42091376,"Labrador Retriever",,"Young","Female","Sadona","Medium","North Carolina","Ohio","labrador"
45461161,"Labrador Retriever","Mixed Breed","Adult","Female","Kita","Large","North Carolina","Pennsylvania","labrador"
35102207,"Boxer",,"Adult","Female","Karma","Medium","North Carolina","Pennsylvania","boxer"
26080754,"American Staffordshire Terrier",,"Adult","Female","Snow","Medium","North Carolina","South Carolina","pitbull"
45493855,"Great Pyrenees",,"Young","Female","Minnie","Large","North Carolina","Virginia","malamute"
45493783,"Great Pyrenees",,"Young","Male","Mickey","Large","North Carolina","Virginia","malamute"
45935453,"Labrador Retriever","American Bulldog","Baby","Male","Simon","Medium","North Carolina","Virginia","labrador"
45349719,"Catahoula Leopard Dog","Boxer","Baby","Female","Nina","Medium","North Carolina","Virginia","australian-shepherd"
45086897,"Shepherd",,"Adult","Male","Martin","Medium","North Dakota","Minnesota","german-shepherd"
45163412,"Labrador Retriever","Pit Bull Terrier","Baby","Male","Peterson","Large","Texas","New York","labrador"
45670297,"Poodle",,"Young","Male","Nigel","Medium","New York","Virginia","poodle"
43217317,"Pomeranian",,"Adult","Female","Karmyn","Small","New York","Pennsylvania","pomeranian"
45814212,"American Staffordshire Terrier",,"Adult","Male","Tarzan","Large","New York","New Jersey","pitbull"
42212385,"Silky Terrier",,"Adult","Male","Toby with Ceasar","Small","New York","South Carolina","yorkshire-terrier"
42212386,"Standard Poodle",,"Adult","Male","Ceasar with Toby","Large","New York","South Carolina","poodle"
45547873,"Akita",,"Adult","Male","Logan (Courtesy Listing)","Large","New York","New Jersey","akita"
43950294,"Mixed Breed",,"Senior","Female","Ro Loren","Medium","New York","Vermont","mix"
44686601,"Pit Bull Terrier","Labrador Retriever","Young","Female","Darling","Medium","Tennessee","New York","pitbull"
44686426,"German Shepherd Dog","Labrador Retriever","Young","Male","Shep","Medium","Tennessee","New York","german-shepherd"
43084598,"Maltese",,"Adult","Male","Miro","Small","South Korea","New York","maltese"
46006013,"Labrador Retriever","Terrier","Adult","Female","Bailey - Foster or Adopter Needed!","Medium","Louisiana","New Jersey","labrador"
45339359,"Pointer","Labrador Retriever","Adult","Male","Dax - Foster or Adopter Needed!","Large","Louisiana","New Jersey","pointer"
37302426,"Hound",,"Adult","Female","April","Large","Ohio","Connecticut","beagle"
44128678,"American Eskimo Dog",,"Young","Female","Ariel","Small","Indiana","Ohio","malamute"
46030067,"Cavalier King Charles Spaniel",,"Baby","Male","Trevor","Small","Ohio","Vermont","shih-tzu"
46024310,"Cavalier King Charles Spaniel",,"Baby","Male","Rowdy Yates","Small","Ohio","Vermont","shih-tzu"
46023940,"Pug",,"Baby","Male","Glen","Small","Ohio","Vermont","pug"
45350362,"Yorkshire Terrier",,"Adult","Female","Glenda","Small","Ohio","Vermont","yorkshire-terrier"
45337092,"Maltese",,"Adult","Female","Chloe","Small","Ohio","Vermont","maltese"
44613184,"Staffordshire Bull Terrier",,"Young","Female","Coco","Medium","Ohio","New York","pitbull"
45961145,"Labrador Retriever",,"Senior","Male","1908-1683 Mac","Medium","Ohio","Virginia","labrador"
34374509,"Toy Fox Terrier","Italian Greyhound","Young","Male","Larry","Small","Oklahoma","Pennsylvania","fox-terrier"
42136515,"English Pointer",,"Adult","Male","Jack (PA)","Large","Oklahoma","New Jersey","pointer"
45568569,"Basset Hound","Labrador Retriever","Young","Female","Goldie","Medium","Oklahoma","Iowa","basset"
45789820,"Dachshund","Terrier","Adult","Female","Savannah","Small","Oklahoma","Illinois","dachshund"
45337506,"Australian Shepherd",,"Adult","Male","Neo","Medium","Oklahoma","Illinois","australian-shepherd"
45633167,"English Shepherd",,"Adult","Male","Freddie","Medium","Pennsylvania","Oklahoma","australian-shepherd"
45840919,"Mixed Breed",,"Baby","Male","Arthur","Medium","Oman","New Hampshire","mix"
45840307,"Mixed Breed",,"Adult","Male","Timmy","Medium","Oman","New Hampshire","mix"
45799703,"Mixed Breed",,"Adult","Male","George","Medium","Oman","New Hampshire","mix"
44274401,"Saluki",,"Young","Male","Tad","Medium","Oman","Maryland","greyhound"
44231660,"Canaan Dog",,"Young","Male","Snoopy","Medium","Oman","Virginia","german-shepherd"
35870796,"Catahoula Leopard Dog","Hound","Adult","Female","Lina","Large","Oregon","Tennessee","australian-shepherd"
45795622,"German Shepherd Dog",,"Young","Female","Anna Lucille","Large","Florida","Alabama","german-shepherd"
45949510,"Poodle","Maltese","Baby","Female","Panda ADOPTION PENDING","Small","New Mexico","Colorado","poodle"
45991565,"Poodle",,"Adult","Female","Claudette/Pierre","Small","Texas","Rhode Island","poodle"
46015292,"Shepherd","Mixed Breed","Young","Female","Bailey","Medium","Pennsylvania","Delaware","german-shepherd"
45834630,"English Bulldog",,"Adult","Female","ROXY","Medium","Pennsylvania","New York","bulldog"
43268890,"Pit Bull Terrier",,"Adult","Male","Lawrence","Medium","Pennsylvania","New York","pitbull"
44065155,"Akita",,"Adult","Male","Robby","Large","Pennsylvania","New Jersey","akita"
43968981,"Retriever",,"Adult","Male","Choco","Medium","Pennsylvania","New Jersey","golden-retriever"
45265652,"Hound",,"Adult","Female","Emi","Small","Thailand","Virginia","beagle"
44722099,"Mixed Breed",,"Adult","Female","Gia","Large","Tennessee","New York","mix"
43892654,"Border Collie","Cocker Spaniel","Adult","Female","Jessie","Medium","Thailand","New York","border-collie"
45904452,"Pit Bull Terrier",,"Adult","Female","Rosie (fka Jenny)","Large","Maryland","Washington DC","pitbull"
45265646,"Pit Bull Terrier",,"Adult","Male","Blanco","Small","Puerto Rico","Virginia","pitbull"
44070750,"Yorkshire Terrier","Wirehaired Terrier","Young","Male","Pancho","Small","Puerto Rico","Nevada","yorkshire-terrier"
44801851,"Boxer",,"Young","Male","Max","Large","Puerto Rico","Nevada","boxer"
44618549,"Yorkshire Terrier",,"Young","Female","Linda","Small","Puerto Rico","Nevada","yorkshire-terrier"
44070486,"Labrador Retriever",,"Baby","Male","Johnny","Large","Puerto Rico","Nevada","labrador"
46037316,"Labrador Retriever",,"Baby","Female","Charmander","Medium","Puerto Rico","New York","labrador"
46037130,"Labrador Retriever",,"Baby","Female","Jigglypuff","Medium","Puerto Rico","New York","labrador"
45946569,"Shar-Pei",,"Baby","Female","Betty","Small","Puerto Rico","New Jersey","shar-pei"
45946549,"Shar-Pei",,"Baby","Male","Dexter","Medium","Puerto Rico","New Jersey","shar-pei"
45925757,"Labrador Retriever",,"Baby","Male","Picasso","Medium","Puerto Rico","New York","labrador"
45923413,"Terrier",,"Adult","Female","Negri","Small","Puerto Rico","New Jersey","schnauzer"
45923311,"Terrier",,"Baby","Male","Coco","Small","Puerto Rico","New Jersey","schnauzer"
45923305,"Terrier",,"Baby","Female","Claire","Small","Puerto Rico","New Jersey","schnauzer"
45923294,"Terrier",,"Baby","Male","Shadow","Small","Puerto Rico","New Jersey","schnauzer"
45876513,"Labrador Retriever",,"Baby","Male","BILLY","Medium","Puerto Rico","New Hampshire","labrador"
45851844,"Labrador Retriever",,"Baby","Male","NY-Frankie","Medium","Puerto Rico","New York","labrador"
45851845,"Labrador Retriever",,"Baby","Male","NY-Freddie","Medium","Puerto Rico","New York","labrador"
45800430,"Boxer","Labrador Retriever","Adult","Female","Precious Perla","Large","Puerto Rico","Massachusetts","boxer"
45698577,"Shepherd","Hound","Baby","Male","Oliver","Medium","Puerto Rico","New York","german-shepherd"
45668754,"Retriever",,"Young","Male","Mickey","Small","Puerto Rico","New York","golden-retriever"
45661689,"Italian Greyhound","Labrador Retriever","Baby","Female","Jay (female)","Small","Puerto Rico","New York","chihuahua"
45640038,"Labrador Retriever","Mixed Breed","Adult","Female","BLUBBER","Medium","Puerto Rico","New York","labrador"
45589336,"Labrador Retriever","Entlebucher","Baby","Female","Angie","Medium","Puerto Rico","New York","labrador"
45538299,"Mixed Breed",,"Baby","Male","Koko","Medium","Puerto Rico","New York","mix"
45516815,"Chihuahua",,"Young","Male","Smurf and Pocket","Small","Puerto Rico","New Jersey","chihuahua"
45470270,"Mixed Breed",,"Young","Female","Stevie","Medium","Puerto Rico","New York","mix"
45427140,"Labrador Retriever","Mixed Breed","Adult","Male","BREWSKI","Large","Puerto Rico","New York","labrador"
45424881,"Chihuahua","Mixed Breed","Adult","Female","JUMPY","Small","Puerto Rico","New York","chihuahua"
45425034,"Labrador Retriever","Mixed Breed","Adult","Male","BAILEY","Medium","Puerto Rico","New York","labrador"
45424870,"Labrador Retriever","Mixed Breed","Adult","Male","CHAD","Medium","Puerto Rico","New York","labrador"
