"id","breed_primary","breed_secondary","age","sex","name","original_state","final_state","size","n","file"
"38705887","Labrador Retriever","Pharaoh Hound","Young","Female","Karma","Egypt","Arizona","Medium",314,"labrador"
"36691289","Australian Cattle Dog / Blue Heeler",,"Young","Male","Tig","Florida","Arizona","Medium",55,"australian-shepherd"
"30062667","Pit Bull Terrier",,"Adult","Female","Felicia","Tennessee","Arizona","Medium",112,"pitbull"
"45105689","Labrador Retriever",,"Young","Female","Hartley","Texas","Colorado","Medium",314,"labrador"
"45079773","Samoyed","Husky","Adult","Male","Shasta","Texas","Colorado","Medium",2,"husky"
"45072179","Black Labrador Retriever",,"Baby","Male","Dexter","Texas","Colorado","Medium",34,"labrador"
"45072163","Black Labrador Retriever",,"Baby","Female","Dina","Texas","Colorado","Medium",34,"labrador"
"45072135","Doberman Pinscher","Labrador Retriever","Young","Female","Louise","Texas","Colorado","Medium",10,"doberman"
"45072111","Doberman Pinscher","Labrador Retriever","Young","Female","Thelma","Texas","Colorado","Medium",10,"doberman"
"45053650","Chihuahua",,"Young","Male","Slick","Texas","Colorado","Small",147,"chihuahua"
"45031805","Boxer","German Shepherd Dog","Young","Male","Smokey","Texas","Colorado","Medium",54,"boxer"
"45031789","Husky",,"Adult","Female","Abby","Texas","Colorado","Large",20,"husky"
"45031767","Labrador Retriever",,"Adult","Male","Enzo","Texas","Colorado","Medium",314,"labrador"
"45031553","Cattle Dog",,"Baby","Male","Cody","Texas","Colorado","Large",32,"australian-shepherd"
"45014568","Australian Cattle Dog / Blue Heeler",,"Young","Female","Daisy","Texas","Colorado","Medium",55,"australian-shepherd"
"44988057","Labrador Retriever",,"Baby","Female","Diva","Texas","Colorado","Medium",314,"labrador"
"44988053","Labrador Retriever",,"Baby","Female","Diamante","Texas","Colorado","Medium",314,"labrador"
"44953336","Pit Bull Terrier",,"Adult","Female","Lemon","New Mexico","Colorado","Medium",112,"pitbull"
"44951979","Cattle Dog",,"Young","Female","Macy","Texas","Colorado","Medium",32,"australian-shepherd"
"44950060","Blue Lacy","Redbone Coonhound","Baby","Male","Lil Toot","Texas","Colorado","Medium",4,"labrador"
"44950058","Blue Lacy","Redbone Coonhound","Baby","Male","Lil Gem","Texas","Colorado","Medium",4,"labrador"
"44950056","Blue Lacy","Redbone Coonhound","Baby","Female","Lil Chik","Texas","Colorado","Medium",4,"labrador"
"44947182","Dachshund",,"Adult","Male","Sid","Texas","Colorado","Small",47,"dachshund"
"44946699","Labrador Retriever",,"Young","Male","Silver","Texas","Colorado","Medium",314,"labrador"
"44900086","Shepherd","Retriever","Adult","Male","Shadow","Texas","Colorado","Large",99,"german-shepherd"
"44891619","Cavalier King Charles Spaniel","Tibetan Spaniel","Young","Male","Jake","New Mexico","Colorado","Small",1,"shih-tzu"
"44888299","Labrador Retriever",,"Young","Male","Mike","Texas","Colorado","Medium",314,"labrador"
"44888248","Labrador Retriever","Greyhound","Adult","Female","Candice","Texas","Colorado","Medium",314,"labrador"
"44888250","Weimaraner","Pit Bull Terrier","Adult","Female","Trixie","Texas","Colorado","Medium",5,"greyhound"
"44885172","Labrador Retriever",,"Adult","Female","Mama Tex","Texas","Colorado","Medium",314,"labrador"
"44884621","Chihuahua",,"Baby","Male","Bert","Kansas","Colorado","Medium",147,"chihuahua"
"44857384","Beagle","Pug","Adult","Female","Oreo","Texas","Colorado","Medium",78,"beagle"
"44857379","Rhodesian Ridgeback",,"Adult","Female","Princess","Texas","Colorado","Medium",7,"labrador"
"44856305","Terrier",,"Baby","Male","Woofy Harrelson","Texas","Colorado","Medium",96,"schnauzer"
"44850802","Cattle Dog","Shepherd","Adult","Female","Fergie","New Mexico","Colorado","Medium",32,"australian-shepherd"
"44846248","Pit Bull Terrier",,"Young","Female","Sophie","Texas","Colorado","Medium",112,"pitbull"
"44846229","Labrador Retriever",,"Adult","Male","Theodore","Texas","Colorado","Medium",314,"labrador"
"44846189","Labrador Retriever",,"Young","Female","Khloe","Texas","Colorado","Medium",314,"labrador"
"44845585","Husky","Golden Retriever","Young","Male","Boomer","Texas","Colorado","Medium",20,"husky"
"44845504","Blue Lacy",,"Baby","Male","Finley","Texas","Colorado","Medium",4,"labrador"
"44845457","Labrador Retriever","German Shepherd Dog","Adult","Female","Shadow","Texas","Colorado","Large",314,"labrador"
"44845446","Alaskan Malamute",,"Young","Female","Nymeria","Texas","Colorado","Large",2,"malamute"
"44808271","Australian Kelpie","Mixed Breed","Adult","Female","KEELEY","Texas","Colorado","Medium",6,"australian-shepherd"
"44740613","Husky",,"Young","Male","Sparky","Alabama","Colorado","Medium",20,"husky"
"44739540","Husky",,"Young","Male","Sparky","Alabama","Colorado","Medium",20,"husky"
"44677619","Chihuahua","Dachshund","Adult","Female","NELLIE","Texas","Colorado","Medium",147,"chihuahua"
"44552192","Doberman Pinscher",,"Adult","Female","Mocha","New Mexico","Colorado","Medium",10,"doberman"
"44510839","Rottweiler",,"Young","Male","Miles","Texas","Colorado","Large",18,"rottweiler"
"44487137","Pit Bull Terrier",,"Adult","Male","Bucky","Texas","Colorado","Large",112,"pitbull"
"44487101","German Shepherd Dog",,"Adult","Male","Stitch","Texas","Colorado","Large",113,"german-shepherd"
"44487075","Pit Bull Terrier",,"Young","Male","Titan","Texas","Colorado","Medium",112,"pitbull"
"44486838","Staffordshire Bull Terrier",,"Adult","Female","Missy","Texas","Colorado","Medium",12,"pitbull"
"44482621","Terrier",,"Senior","Female","Minnie","Texas","Colorado","Small",96,"schnauzer"
"44451088","Pug","Beagle","Adult","Female","Jacky","Texas","Colorado","Medium",6,"pug"
"44407159","Saint Bernard",,"Adult","Male","Paddington","Kansas","Colorado","Extra Large",9,"st-bernard"
"44384323","Chihuahua","Dachshund","Adult","Male","Simon","Kansas","Colorado","Small",147,"chihuahua"
"44280561","Terrier","Chihuahua","Adult","Female","Panda","New Mexico","Colorado","Medium",96,"schnauzer"
"43970972","Labrador Retriever",,"Adult","Male","Boots","Texas","Colorado","Medium",314,"labrador"
"43877389","Shepherd",,"Adult","Female","Palang","Afghanistan","Colorado","Large",99,"german-shepherd"
"43577332","Terrier",,"Young","Female","Onyx","Kansas","Colorado","Small",96,"schnauzer"
"43326422","Rottweiler",,"Senior","Female","Tifa","Mexico","Colorado","Medium",18,"rottweiler"
"42756805","Labrador Retriever",,"Adult","Male","Toby","Texas","Colorado","Medium",314,"labrador"
"42279234","Pit Bull Terrier",,"Adult","Male","Toby","New Mexico","Colorado","Medium",112,"pitbull"
"42031223","Pit Bull Terrier",,"Adult","Female","Diamond","Texas","Colorado","Medium",112,"pitbull"
"41940570","Terrier",,"Young","Female","Brit","New Mexico","Colorado","Small",96,"schnauzer"
"41933242","Boxer",,"Young","Female","Squishy","Texas","Colorado","Medium",54,"boxer"
"40110952","Retriever","Border Collie","Adult","Female","Sammi","Thailand","Colorado","Medium",28,"golden-retriever"
"45107393","Labrador Retriever",,"Young","Female","Nancy Wheeler","Florida","New York","Medium",314,"labrador"
"45106767","Shih Tzu",,"Young","Male","Jack","California","New York","Small",19,"shih-tzu"
"45105673","German Shepherd Dog",,"Baby","Male","Wren","Louisiana","Rhode Island","Extra Large",113,"german-shepherd"
"45105826","Shih Tzu",,"Adult","Male","Charlie","Kentucky","New York","Small",19,"shih-tzu"
"45104128","Labrador Retriever",,"Young","Female","Ana Lucia","Georgia","New York","Large",314,"labrador"
"45104125","Pit Bull Terrier",,"Young","Female","Ava","Texas","New York","Large",112,"pitbull"
"45104127","Jack Russell Terrier",,"Young","Male","Junior","Georgia","New York","Small",30,"jack-russell"
"45104126","Labrador Retriever",,"Young","Male","Frampton","Alabama","New York","Large",314,"labrador"
"45104140","Terrier",,"Young","Male","Jovi","Alabama","New York","Medium",96,"schnauzer"
"45104139","Terrier",,"Young","Male","Halen","Alabama","New York","Medium",96,"schnauzer"
"45104138","Terrier",,"Young","Female","Roxette","Alabama","New York","Medium",96,"schnauzer"
"45100157","Hound",,"Adult","Male","Marlin","North Carolina","New Jersey","Medium",101,"beagle"
"45099648","Hound",,"Adult","Female","Marge","North Carolina","New Jersey","Medium",101,"beagle"
"45099303","Labrador Retriever","Hound","Young","Male","Sammy","North Carolina","New Jersey","Large",314,"labrador"
"45098730","Terrier",,"Young","Male","Scruffy","North Carolina","New Jersey","Medium",96,"schnauzer"
"45095568","Hound","Terrier","Baby","Male","Stripes","West Virginia","New Jersey","Medium",101,"beagle"
"45095555","Hound","Terrier","Baby","Male","Stars","West Virginia","New Jersey","Medium",101,"beagle"
"45095541","Terrier","Hound","Baby","Male","Glory","West Virginia","New Jersey","Medium",96,"schnauzer"
"45095536","Terrier","Hound","Baby","Male","Jack","West Virginia","New Jersey","Medium",96,"schnauzer"
"45095528","Terrier","Hound","Baby","Male","Ozzie","West Virginia","New Jersey","Medium",96,"schnauzer"
"45092479","Mixed Breed",,"Baby","Female","Laurie","Tennessee","New York","Small",72,"mix"
"45092480","Mixed Breed",,"Baby","Male","Hyde","Tennessee","New York","Small",72,"mix"
"45092483","Mixed Breed",,"Baby","Male","Fez","Tennessee","New York","Small",72,"mix"
"45092484","Mixed Breed",,"Baby","Male","Kelso","Tennessee","New York","Small",72,"mix"
"45058962","Black Labrador Retriever","Rat Terrier","Baby","Female","Fantasia","South Carolina","Connecticut","Medium",34,"labrador"
"45088658","Terrier","Shepherd","Adult","Female","Adair","South Carolina","New York","Medium",96,"schnauzer"
"45088660","Labrador Retriever","Shepherd","Adult","Female","Tigerlily","South Carolina","New York","Medium",314,"labrador"
"45088662","Labrador Retriever","Shepherd","Adult","Male","Otter","South Carolina","New York","Medium",314,"labrador"
"45087536","Cattle Dog",,"Baby","Female","Katie","North Carolina","New Jersey","Medium",32,"australian-shepherd"
"45087526","Labrador Retriever","Hound","Baby","Male","Brady","North Carolina","New Jersey","Medium",314,"labrador"
"45087492","Labrador Retriever","Hound","Baby","Male","Buddy","North Carolina","New Jersey","Medium",314,"labrador"
"45087457","Australian Shepherd",,"Baby","Male","Bandit","North Carolina","New Jersey","Medium",17,"australian-shepherd"
"45087427","Australian Shepherd",,"Baby","Male","Baxter","North Carolina","New Jersey","Medium",17,"australian-shepherd"
"45087316","Australian Shepherd",,"Baby","Male","Brutus","North Carolina","New Jersey","Medium",17,"australian-shepherd"
"45087303","Labrador Retriever",,"Baby","Female","Lady","North Carolina","New Jersey","Medium",314,"labrador"
"45087270","Australian Shepherd",,"Baby","Female","Brooke","North Carolina","New Jersey","Medium",17,"australian-shepherd"
"45087268","Labrador Retriever",,"Baby","Female","Lacie","North Carolina","New Jersey","Medium",314,"labrador"
"45087248","Labrador Retriever",,"Baby","Female","Lexi","North Carolina","New Jersey","Medium",314,"labrador"
"45087226","Labrador Retriever",,"Baby","Female","Luna","North Carolina","New Jersey","Medium",314,"labrador"
"45087209","Shepherd",,"Baby","Female","Lola","North Carolina","New Jersey","Medium",99,"german-shepherd"
"45087190","Shepherd",,"Baby","Male","Leo","North Carolina","New Jersey","Medium",99,"german-shepherd"
"45087155","Shepherd",,"Baby","Female","Libby","North Carolina","New Jersey","Medium",99,"german-shepherd"
"45087138","Hound",,"Baby","Male","Logan","North Carolina","New Jersey","Medium",101,"beagle"
"45087114","Shepherd",,"Baby","Male","Levi","North Carolina","New Jersey","Medium",99,"german-shepherd"
"45087047","Shepherd",,"Baby","Male","Louie","North Carolina","New Jersey","Medium",99,"german-shepherd"
"45087009","Jack Russell Terrier",,"Baby","Male","Reggie","North Carolina","New Jersey","Small",30,"jack-russell"
"45086969","Jack Russell Terrier",,"Baby","Male","Ray","North Carolina","New Jersey","Small",30,"jack-russell"
"45086942","Jack Russell Terrier",,"Baby","Male","Ralph","North Carolina","New Jersey","Small",30,"jack-russell"
"45086926","Jack Russell Terrier",,"Baby","Male","Randy","North Carolina","New Jersey","Small",30,"jack-russell"
"45086911","Jack Russell Terrier",,"Baby","Female","Raine","North Carolina","New Jersey","Small",30,"jack-russell"
"45086783","Mountain Dog",,"Baby","Male","Austin","North Carolina","New Jersey","Large",16,"bernese"
"45086746","Mountain Dog",,"Baby","Male","Archie","North Carolina","New Jersey","Large",16,"bernese"
"45086709","Mountain Dog",,"Baby","Female","Arlissa","North Carolina","New Jersey","Large",16,"bernese"
"45086664","Jack Russell Terrier",,"Baby","Female","Robin","North Carolina","New Jersey","Small",30,"jack-russell"
"45086438","Mountain Dog",,"Baby","Female","Augusta","North Carolina","New Jersey","Large",16,"bernese"
"45084637","Shih Tzu",,"Senior","Female","Dollie","North Carolina","New York","Medium",19,"shih-tzu"
"45084638","Husky",,"Young","Female","Jean","Texas","New York","Large",20,"husky"
"45084639","Husky",,"Young","Female","Jane","Texas","New York","Large",20,"husky"
"45084640","Boxer",,"Adult","Female","Tasha (TX)","Texas","New York","Medium",54,"boxer"
"45084641","Chihuahua",,"Senior","Female","Nikki","Texas","New York","Small",147,"chihuahua"
"45077412","Hound","Australian Shepherd","Senior","Female","Jezzy","Louisiana","Rhode Island","Medium",101,"beagle"
"45077941","Hound","Beagle","Baby","Male","Gaston","Tennessee","New York","Medium",101,"beagle"
"45077859","Retriever",,"Baby","Male","Grizzly","Louisiana","Connecticut","Large",28,"golden-retriever"
"45077799","Retriever",,"Baby","Female","Minnie","Louisiana","Connecticut","Large",28,"golden-retriever"
"45077810","Labrador Retriever","Hound","Baby","Male","Stevie - wonderful dog, smart & so kind","Mississippi","New York","Large",314,"labrador"
"45077777","Labrador Retriever","Hound","Baby","Male","Stevie - this boy is perfect, sweet, smart & beautiful","Mississippi","Connecticut","Large",314,"labrador"
"45077768","Labrador Retriever","Hound","Baby","Male","Stevie - sweetest boy, very gentle","Mississippi","Vermont","Large",314,"labrador"
"45077746","Flat-Coated Retriever",,"Young","Female","Missie","Louisiana","Connecticut","Medium",2,"labrador"
"45077598","Yorkshire Terrier","Italian Greyhound","Baby","Female","Maple","Texas","Rhode Island","Small",12,"yorkshire-terrier"
"45077359","Border Collie",,"Adult","Male","Troy","Louisiana","Rhode Island","Medium",36,"border-collie"
"45077401","Labrador Retriever",,"Baby","Male","Tye","Louisiana","Rhode Island","Medium",314,"labrador"
"45077251","Terrier",,"Young","Male","Jack","Louisiana","Rhode Island","Small",96,"schnauzer"
"45076632","Cocker Spaniel","Chihuahua","Adult","Female","Zsa Zsa","Georgia","New York","Medium",9,"spaniel"
"45076634","Boxer",,"Senior","Female","Petal","North Carolina","New York","Large",54,"boxer"
"45076635","Pit Bull Terrier",,"Young","Female","Hope","Texas","New York","Medium",112,"pitbull"
"45076636","Chihuahua",,"Adult","Male","Sonny (TX)","Texas","New York","Small",147,"chihuahua"
"45076637","Great Pyrenees","Retriever","Adult","Male","Dante (TX)","Texas","New York","Large",20,"malamute"
"45076638","Labrador Retriever","Pit Bull Terrier","Young","Male","Damian","Texas","New York","Large",314,"labrador"
"45072844","Bluetick Coonhound",,"Young","Male","Rollie","West Virginia","Connecticut","Large",3,"beagle"
"45072805","Labrador Retriever","Mixed Breed","Baby","Male","Bobby","South Carolina","Connecticut","Medium",314,"labrador"
"45072806","Labrador Retriever",,"Young","Female","Rosebud","Louisiana","Rhode Island","Medium",314,"labrador"
"45072741","Labrador Retriever",,"Young","Female","Butterball","Louisiana","Rhode Island","Medium",314,"labrador"
"45072665","Labrador Retriever",,"Baby","Female","Bonita","South Carolina","Connecticut","Medium",314,"labrador"
"45072674","Rat Terrier",,"Young","Male","Leon","New York","New Jersey","Small",29,"jack-russell"
"45072627","Schipperke",,"Young","Male","Zeus","Louisiana","Rhode Island","Small",5,"shiba-inu"
"45072594","Schipperke",,"Young","Female","Zoe","Louisiana","Rhode Island","Small",5,"shiba-inu"
"45072541","Maltese",,"Adult","Male","Frosty","Louisiana","Rhode Island","Small",11,"maltese"
"45071137","Dalmatian",,"Adult","Male","Marshall","Georgia","Massachusetts","Medium",6,"dalmation"
"45070536","Doberman Pinscher","American Bulldog","Baby","Male","Andrew","South Carolina","Connecticut","Medium",10,"doberman"
"45070515","Doberman Pinscher","German Shepherd Dog","Baby","Male","Frisco","South Carolina","Connecticut","Medium",10,"doberman"
"45059325","Feist","Mixed Breed","Young","Male","Dargo","South Carolina","Connecticut","Medium",6,"jack-russell"
"45069204","German Shepherd Dog","Labrador Retriever","Baby","Female","Apple","South Carolina","Connecticut","Medium",113,"german-shepherd"
"45070203","Mixed Breed",,"Adult","Female","Joi","Tennessee","New York","Medium",72,"mix"
"45068169","Beagle",,"Young","Female","Lily","South Carolina","Connecticut","Medium",78,"beagle"
"45066606","Dachshund",,"Young","Male","Dez","Alabama","Connecticut","Small",47,"dachshund"
"45065861","Labrador Retriever","Chesapeake Bay Retriever","Young","Male","Choco","Arkansas","Connecticut","Medium",314,"labrador"
"45064228","Terrier","Australian Cattle Dog / Blue Heeler","Baby","Male","Lambo-Avail June 22-CT","Alabama","Connecticut","Medium",96,"schnauzer"
"45062580","Yorkshire Terrier","Terrier","Adult","Female","Jasmine","South Korea","New York","Small",12,"yorkshire-terrier"
"45062490","Jindo","Shiba Inu","Baby","Female","Eunji","South Korea","New York","Small",16,"shiba-inu"
"45057789","Mixed Breed",,"Adult","Female","Christy","Tennessee","New York","Medium",72,"mix"
"45057790","Mixed Breed",,"Young","Male","Jed","Tennessee","New York","Medium",72,"mix"
"45057001","Cairn Terrier",,"Young","Female","Lauren","Georgia","New York","Medium",13,"scottish-terrier"
"45054618","Labrador Retriever","Mixed Breed","Adult","Male","SMOKEY JOE","South Carolina","New York","Medium",314,"labrador"
"45053079","Labrador Retriever",,"Baby","Female","Ette","Tennessee","New Jersey","Large",314,"labrador"
"45050632","Cattle Dog",,"Young","Male","Opie","Thailand","New York","Medium",32,"australian-shepherd"
"45050607","Cattle Dog",,"Young","Male","Norky","Thailand","New York","Medium",32,"australian-shepherd"
"45048516","Labrador Retriever",,"Young","Male","Vinny","Texas","New York","Large",314,"labrador"
"45048517","Terrier",,"Young","Female","Vicki","Texas","New York","Small",96,"schnauzer"
"45048518","Hound",,"Young","Female","Zabella","Texas","New York","Medium",101,"beagle"
"45048519","Hound",,"Young","Female","Zadie","Texas","New York","Medium",101,"beagle"
"45048520","Hound",,"Young","Male","Ziggy","Texas","New York","Medium",101,"beagle"
"45044587","Border Collie","Labrador Retriever","Young","Male","Liberty","Louisiana","Rhode Island","Medium",36,"border-collie"
"45044917","Great Dane","Hound","Adult","Female","Momma Oliver","Louisiana","Rhode Island","Large",4,"great-dane"
"45044458","Australian Cattle Dog / Blue Heeler",,"Baby","Male","Ollie","Louisiana","Rhode Island","Medium",55,"australian-shepherd"
"45043977","Australian Cattle Dog / Blue Heeler",,"Baby","Male","Oliver","Louisiana","Rhode Island","Medium",55,"australian-shepherd"
"45043613","Labrador Retriever","Hound","Young","Male","Morris","Louisiana","Rhode Island","Medium",314,"labrador"
"45043332","Labrador Retriever",,"Adult","Female","Patty","Louisiana","Rhode Island","Large",314,"labrador"
"45043065","German Shepherd Dog",,"Adult","Male","Major","Louisiana","Rhode Island","Large",113,"german-shepherd"
"45038680","Labrador Retriever",,"Adult","Female","Lucy Kleur *LOCAL*","Texas","Rhode Island","Large",314,"labrador"
"45035953","Hound","Mixed Breed","Adult","Female","TINSEL","Florida","New York","Large",101,"beagle"
"45024614","Terrier",,"Adult","Male","Mitch","South Carolina","New York","Medium",96,"schnauzer"
"45024618","Beagle",,"Adult","Male","Biscuit","South Carolina","New York","Medium",78,"beagle"
"45024616","Labrador Retriever",,"Adult","Male","Calhoun","South Carolina","New York","Medium",314,"labrador"
"45024615","Retriever",,"Adult","Male","Theodore","South Carolina","New York","Medium",28,"golden-retriever"
"45024617","Hound",,"Adult","Male","Hayden","South Carolina","New York","Medium",101,"beagle"
"45024222","Boxer","Plott Hound","Baby","Female","Penelope","Alabama","Connecticut","Medium",54,"boxer"
"45024221","Border Collie","Labrador Retriever","Adult","Female","Gracie","Alabama","Connecticut","Medium",36,"border-collie"
"45023899","Rat Terrier","Beagle","Baby","Male","Dean","Louisiana","Rhode Island","Medium",29,"jack-russell"
"45023877","Rat Terrier","Beagle","Baby","Male","Sam","Louisiana","Rhode Island","Medium",29,"jack-russell"
"45023811","Rat Terrier",,"Baby","Male","Helio","Louisiana","Rhode Island","Small",29,"jack-russell"
"45023807","Labrador Retriever","Terrier","Baby","Male","Henry","Alabama","New York","Medium",314,"labrador"
"45023750","Catahoula Leopard Dog","Black Mouth Cur","Baby","Female","Sophie","Louisiana","Rhode Island","Large",28,"australian-shepherd"
"45023720","Dachshund",,"Adult","Female","Red","Louisiana","Rhode Island","Small",47,"dachshund"
"45018109","Yorkshire Terrier","Mixed Breed","Baby","Male","Figaro *Applications Full*","Texas","New York","Medium",12,"yorkshire-terrier"
"45018110","Chihuahua","Dachshund","Young","Female","Gail","Texas","New York","Medium",147,"chihuahua"
"45016015","Labrador Retriever","Hound","Young","Male","Coal","Louisiana","Rhode Island","Large",314,"labrador"
"45015984","Cattle Dog","Hound","Baby","Female","Remy","Louisiana","Rhode Island","Medium",32,"australian-shepherd"
"45015969","Spaniel","Labrador Retriever","Young","Female","Emma See","Louisiana","Rhode Island","Medium",8,"spaniel"
"45015813","Leonberger","Mountain Dog","Baby","Female","Ava","Alabama","New Jersey","Large",1,"mastiff"
"45013786","Labrador Retriever",,"Young","Female","Rae","Georgia","New York","Large",314,"labrador"
"45013787","Labrador Retriever",,"Young","Male","Rivers","Georgia","New York","Large",314,"labrador"
"45013788","Labrador Retriever",,"Young","Female","Rachelle","Georgia","New York","Large",314,"labrador"
"45013789","Labrador Retriever",,"Young","Male","Ripley","Georgia","New York","Large",314,"labrador"
"45013790","Shepherd","Labrador Retriever","Young","Female","Annabella","Texas","New York","Medium",99,"german-shepherd"
"45013791","Shepherd","Labrador Retriever","Young","Female","Molly","Texas","New York","Medium",99,"german-shepherd"
"45013792","Shepherd","Labrador Retriever","Young","Female","Chloe (TX)","Texas","New York","Medium",99,"german-shepherd"
"45013793","Terrier",,"Young","Female","Luna (TX)","Texas","New York","Small",96,"schnauzer"
"45013794","Pointer",,"Adult","Male","Max","Texas","New York","Medium",25,"pointer"
"45013783","Spaniel",,"Young","Male","Rooster","Georgia","New York","Large",8,"spaniel"
"45013784","Pit Bull Terrier",,"Young","Female","Brooklyn","Texas","New York","Medium",112,"pitbull"
"45013785","Yorkshire Terrier",,"Adult","Female","Trixie (TX)","Texas","New York","Small",12,"yorkshire-terrier"
"45010972","Hound",,"Young","Male","Thunder / Sunshine","Aruba","Rhode Island","Medium",101,"beagle"
"45009489","Australian Cattle Dog / Blue Heeler",,"Baby","Female","Keziah","Mississippi","New York","Large",55,"australian-shepherd"
"45009234","German Shepherd Dog","Labrador Retriever","Adult","Female","Sylvie","Mississippi","Connecticut","Medium",113,"german-shepherd"
"45004168","Terrier","Hound","Adult","Female","Beta","Georgia","Massachusetts","Medium",96,"schnauzer"
"45004161","Labrador Retriever",,"Adult","Female","Maggie","Alabama","Massachusetts","Medium",314,"labrador"
"44906872","Catahoula Leopard Dog",,"Baby","Female","Briella","Texas","Connecticut","Large",28,"australian-shepherd"
"44906929","Catahoula Leopard Dog",,"Baby","Female","Sienna","Texas","Connecticut","Large",28,"australian-shepherd"
"45002544","Yorkshire Terrier",,"Adult","Female","Olive","California","New York","Small",12,"yorkshire-terrier"
"45002307","Pit Bull Terrier","American Bulldog","Young","Male","Boo, a super AFFECTIONATE boy!","Texas","Massachusetts","Large",112,"pitbull"
"45002043","German Shepherd Dog",,"Adult","Male","Avasi","Texas","New York","Large",113,"german-shepherd"
"44998013","German Shepherd Dog",,"Baby","Female","Aries","Texas","New York","Large",113,"german-shepherd"
"44991299","Shih Tzu","Poodle","Adult","Female","Saratoga","New Jersey","New York","Small",19,"shih-tzu"
"44991071","American Staffordshire Terrier","Pit Bull Terrier","Young","Female","Tess","Texas","Massachusetts","Medium",40,"pitbull"
"44990742","Shih Tzu",,"Adult","Female","Vanilla","New Jersey","New York","Small",19,"shih-tzu"
"44989855","Jindo",,"Adult","Male","Blizzard","China","New Jersey","Large",16,"shiba-inu"
"44986616","German Shepherd Dog",,"Baby","Male","Axel","Texas","New York","Large",113,"german-shepherd"
"44986926","Mixed Breed",,"Baby","Female","Tracie","Tennessee","New York","Medium",72,"mix"
"44924713","Chihuahua",,"Adult","Male","Wally","Georgia","New Jersey","Small",147,"chihuahua"
"44979082","Terrier",,"Young","Male","Puppy George","Texas","New York","Medium",96,"schnauzer"
"44979083","Terrier",,"Adult","Female","Cora","Texas","New York","Medium",96,"schnauzer"
"44976355","Labrador Retriever","Mixed Breed","Adult","Male","ROGER","Florida","New York","Large",314,"labrador"
"44974376","Pit Bull Terrier",,"Young","Female","Jill","Texas","Rhode Island","Medium",112,"pitbull"
"44971757","Labrador Retriever","Italian Greyhound","Baby","Female","Cuddly Cece","Puerto Rico","Massachusetts","Medium",314,"labrador"
"44971429","Pomeranian",,"Adult","Female","Kya","California","New York","Small",12,"pomeranian"
"44969432","Labrador Retriever","Terrier","Adult","Female","Savie","Texas","New York","Medium",314,"labrador"
"44969435","Retriever",,"Adult","Male","Colton (SC)","North Carolina","New York","Large",28,"golden-retriever"
"44960201","Shih Tzu",,"Adult","Male","Casper","Texas","New York","Small",19,"shih-tzu"
"44960203","Chihuahua",,"Young","Male","Parker","Texas","New York","Small",147,"chihuahua"
"44957637","Labrador Retriever",,"Baby","Male","William York","Texas","New York","Small",314,"labrador"
"44950825","Labrador Retriever",,"Baby","Male","Bob","Louisiana","Massachusetts","Large",314,"labrador"
"44950588","Labrador Retriever",,"Baby","Female","Sawyer","Louisiana","Massachusetts","Large",314,"labrador"
"44950256","Labrador Retriever",,"Baby","Female","Sugar","Louisiana","Massachusetts","Large",314,"labrador"
"44948712","Dachshund",,"Baby","Male","Captain D Fast Food","Arkansas","Massachusetts","Medium",47,"dachshund"
