"id","org_id","url","type","species","breed_primary","breed_secondary","breed_mixed","breed_unknown","color_primary","color_secondary","color_tertiary","age","sex","size","coat","fixed","house_trained","declawed","special_needs","shots_current","env_children","env_dogs","env_cats","name","description","tags","photo","status","posted","contact_city","contact_state","contact_zip","contact_country","stateQ","accessed"
"45106953","IL923","https://www.petfinder.com/dog/max-45106953/il/white-hall/mandys-whine-and-bark-rescue-il923/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Labrador Retriever",NA,TRUE,"FALSE","Black",NA,NA,"Young","Male","Medium","Short",TRUE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,"Max","Max is approx 4months old. He is a very playful and full of energy puppy.","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45106953/1/?bust=1561731862","adoptable","2019-06-28T14:25:36+0000","White Hall","IL","62092","US","IL",2019-06-28
"45106929","IL923","https://www.petfinder.com/dog/cindy-lou-45106929/il/white-hall/mandys-whine-and-bark-rescue-il923/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Beagle",NA,FALSE,"FALSE","Apricot / Beige",NA,NA,"Young","Female","Small","Short",TRUE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,"Cindy lou","She is a 2yr old beagle. Loves everyone and everything. Great personality! Very playful","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45106929/2/?bust=1561731588","adoptable","2019-06-28T14:20:40+0000","White Hall","IL","62092","US","IL",2019-06-28
"45096380","IL257","https://www.petfinder.com/dog/babe-and-retta-45096380/il/winchester/scott-county-dog-rescue-il257/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Shar-Pei",NA,FALSE,"FALSE",NA,NA,NA,"Adult","Female","Medium",NA,TRUE,TRUE,NA,FALSE,TRUE,NA,NA,NA,"Babe and Retta","Retta and Babe&#039;s owner passed away and they are looking for new homes.  Check back for more information on these...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45096380/1/?bust=1561642268","adoptable","2019-06-28T12:38:12+0000","Winchester","IL","62694","US","IL",2019-06-28
"45106408","IL688","https://www.petfinder.com/dog/cassius-45106408/il/paris/rescue-me-clifford-il688/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Labrador Retriever","Golden Retriever",TRUE,"FALSE","Black",NA,NA,"Baby","Female","Medium","Medium",FALSE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,"Cassius","Cassius is a female Golden Retriever/Labrador mix puppy.  She was born
4/17/19 so she is ready to go to her...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45106408/1/?bust=1561693817","adoptable","2019-06-28T03:50:31+0000","Paris","IL","61944","US","IL",2019-06-28
"45106397","IL688","https://www.petfinder.com/dog/xusto-45106397/il/paris/rescue-me-clifford-il688/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Chihuahua","Terrier",TRUE,"FALSE","Yellow / Tan / Blond / Fawn",NA,NA,"Baby","Male","Small","Short",FALSE,FALSE,NA,FALSE,TRUE,FALSE,TRUE,TRUE,"Xusto","Xusto is a male Terrier/Chihuahua mix.  He is 10 weeks old and such a little
guy.  Rescue Me Clifford has...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45106397/1/?bust=1561693358","adoptable","2019-06-28T03:46:37+0000","Paris","IL","61944","US","IL",2019-06-28
"45106154","IL556","https://www.petfinder.com/dog/doby-45106154/il/highland/dachshund-rescue-of-st-louis-il556/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Border Collie","Beagle",TRUE,"FALSE",NA,NA,NA,"Baby","Male","Medium","Short",FALSE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,NA,"Doby","Fees/Payment Options:

Adoption fee is $250

Adoption fees include: Microchip, spay/neuter, rabies vaccine, up-to-date (age appropriate) vaccinations.

Dachshund Rescue of...","NA",NA,"adoptable","2019-06-28T01:50:47+0000","Highland","IL","62249","US","IL",2019-06-28
"45105865","IL392","https://www.petfinder.com/dog/kendall-45105865/il/godfrey/hope-animal-rescues-il392/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Black Labrador Retriever",NA,TRUE,"FALSE","Black",NA,NA,"Adult","Female","Medium",NA,TRUE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,NA,"Kendall","Meet Kendall, a 1.5 year old Black Lab mix, on the small size. She enjoys water, fetch, kids, adults and...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45105865/1/?bust=1561679644","adoptable","2019-06-27T23:54:27+0000","Godfrey","IL","62035","US","IL",2019-06-28
"45105648","IL181","https://www.petfinder.com/dog/apache-45105648/il/springfield/sangamon-county-animal-control-center-il181/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Pit Bull Terrier",NA,TRUE,"FALSE","Yellow / Tan / Blond / Fawn",NA,NA,"Adult","Male","Medium","Short",FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,"Apache","Apache is about 3 years old and even though he has not been taken very good care of he is...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45105648/3/?bust=1561673986","adoptable","2019-06-27T22:27:25+0000","Springfield","IL","62703","US","IL",2019-06-28
"45105002","IL11","https://www.petfinder.com/dog/hunter-45105002/il/pekin/taps-no-kill-animal-shelter-il11/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Labrador Retriever","Mixed Breed",TRUE,"FALSE",NA,NA,NA,"Young","Male","Large",NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,"Hunter","Meet this handsome fellow weighing in at 64 pounds. He recently transferred in from a local animal control. He was...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45105002/1/?bust=1561682991","adoptable","2019-06-27T21:24:22+0000","Pekin","IL","61554","US","IL",2019-06-28
"45105001","IL11","https://www.petfinder.com/dog/masters-45105001/il/pekin/taps-no-kill-animal-shelter-il11/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Labrador Retriever","Mixed Breed",TRUE,"FALSE",NA,NA,NA,"Adult","Male","Medium",NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,"Masters","We don&#039;t really know about Masters past but he is a shy and submissive dog. He is initially very slow...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45105001/1/?bust=1561682990","adoptable","2019-06-27T21:24:21+0000","Pekin","IL","61554","US","IL",2019-06-28
