"id","org_id","url","type","species","breed_primary","breed_secondary","breed_mixed","breed_unknown","color_primary","color_secondary","color_tertiary","age","sex","size","coat","fixed","house_trained","declawed","special_needs","shots_current","env_children","env_dogs","env_cats","name","description","tags","photo","status","posted","contact_city","contact_state","contact_zip","contact_country","stateQ","accessed"
"45099406","MT103","https://www.petfinder.com/dog/mo-45099406/mt/great-falls/maclean-animal-adoption-center-mt103/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","German Shepherd Dog",NA,FALSE,"FALSE",NA,NA,NA,"Adult","Female","Medium",NA,FALSE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Mo","Name: Mo Age: 6 Years Breed: German Shepherd Sex: Female Altered: No Good with Cats? Yes Good with Dogs? Yes...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45099406/1/?bust=1561679488","adoptable","2019-06-27T19:16:59+0000","Great Falls","MT","59404","US","MT",2019-06-28
"45099401","MT103","https://www.petfinder.com/dog/levi-45099401/mt/great-falls/maclean-animal-adoption-center-mt103/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Labrador Retriever",NA,FALSE,"FALSE",NA,NA,NA,"Baby","Male","Medium",NA,TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Levi","Name: Levi Age: 4M Breed: Labrador Retriever Sex: Male Altered: Yes Good with Cats? With proper introduction Good with Dogs?...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45099401/1/?bust=1561679489","adoptable","2019-06-27T19:16:59+0000","Great Falls","MT","59404","US","MT",2019-06-28
"45087824","MT44","https://www.petfinder.com/dog/lilo-45087824/mt/fort-benton/dedman-foundation-mt44/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Shepherd",NA,TRUE,"FALSE","Bicolor",NA,NA,"Young","Female","Medium","Medium",TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,"Lilo","Lilo is a one year old Shepherd mix. She is very sweet and full of energy! Lilo would love to...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45087824/1/?bust=1561576836","adoptable","2019-06-26T19:21:28+0000","Fort Benton","MT","59442","US","MT",2019-06-28
"45071962","MT74","https://www.petfinder.com/dog/amber-45071962/mt/great-falls/great-falls-animal-shelter-mt74/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Boxer",NA,TRUE,"FALSE","Yellow / Tan / Blond / Fawn",NA,NA,"Young","Female","Medium","Short",TRUE,FALSE,NA,FALSE,TRUE,NA,FALSE,NA,"Amber","Super friendly
Doesn&#039;t know what a leash is yet
Learning manners
At this time she is very reactive to other...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45071962/3/?bust=1561414360","adoptable","2019-06-24T21:22:44+0000","Great Falls","MT","59405","US","MT",2019-06-28
"45071838","MT74","https://www.petfinder.com/dog/missy-45071838/mt/great-falls/great-falls-animal-shelter-mt74/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","English Springer Spaniel",NA,TRUE,"FALSE","Black","White / Cream",NA,"Adult","Female","Medium","Medium",TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,"Missy","Very Friendly
Active/ Outgoing
Playful
Gentle personality

Approx 4-5 years old","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45071838/2/?bust=1561408980","adoptable","2019-06-24T20:41:59+0000","Great Falls","MT","59405","US","MT",2019-06-28
"45071807","MT74","https://www.petfinder.com/dog/bailor-45071807/mt/great-falls/great-falls-animal-shelter-mt74/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Mixed Breed",NA,TRUE,"FALSE","Tricolor (Brown, Black, & White)",NA,NA,"Adult","Male","Medium","Short",TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Bailor","Bailor is an active 2-3 year old mixed breed dog.  He is a big puppy, not a lot of basic...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45071807/1/?bust=1561408752","adoptable","2019-06-24T20:34:47+0000","Great Falls","MT","59405","US","MT",2019-06-28
"45033606","MT103","https://www.petfinder.com/dog/luke-45033606/mt/great-falls/maclean-animal-adoption-center-mt103/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Pit Bull Terrier",NA,FALSE,"FALSE",NA,NA,NA,"Adult","Male","Medium",NA,FALSE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Luke","Name: Luke Age: 3.5 Years Breed: American Pitbull Terrier Sex: Male Altered: No Good with Cats? Yes Good with Dogs?...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45033606/1/?bust=1561086666","adoptable","2019-06-20T22:03:46+0000","Great Falls","MT","59404","US","MT",2019-06-28
"45033610","MT103","https://www.petfinder.com/dog/mabel-45033610/mt/great-falls/maclean-animal-adoption-center-mt103/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Pit Bull Terrier",NA,FALSE,"FALSE",NA,NA,NA,"Senior","Female","Medium",NA,TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Mabel","Name: Mabel Age: 7Y Breed: American Pitbull Terrier Sex: Female Altered: Yes Good with Cats? No Good with Dogs? No...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45033610/1/?bust=1561086663","adoptable","2019-06-20T22:03:46+0000","Great Falls","MT","59404","US","MT",2019-06-28
"45033611","MT103","https://www.petfinder.com/dog/odin-45033611/mt/great-falls/maclean-animal-adoption-center-mt103/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","English Springer Spaniel",NA,FALSE,"FALSE",NA,NA,NA,"Adult","Male","Medium",NA,FALSE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Odin","Name: Odin Age: 3Y Breed: English Springer Spaniel Sex: Male Altered: No Good with Cats? No Good with Dogs? Yes...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45033611/1/?bust=1561086670","adoptable","2019-06-20T22:03:46+0000","Great Falls","MT","59404","US","MT",2019-06-28
"44923476","MT103","https://www.petfinder.com/dog/issac-44923476/mt/great-falls/maclean-animal-adoption-center-mt103/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Terrier","Shepherd",TRUE,"FALSE",NA,NA,NA,"Adult","Male","Medium",NA,TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Issac","Name: Issac Age: 2 Years Breed: Shepherd mix Sex: Male Altered: Yes Good with Cats? No Good with Dogs? With...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44923476/1/?bust=1560107990","adoptable","2019-06-09T15:49:26+0000","Great Falls","MT","59404","US","MT",2019-06-28
