"doc_id","text","ent_type","start_id","length","id"
"text1","VA","GPE",9,1,"46005812"
"text1","MD","GPE",11,1,"46005812"
"text1","NC","GPE",7,1,"46005814"
"text1","VA","GPE",9,1,"46005814"
"text1","MD","GPE",11,1,"46005814"
"text1","NC","GPE",7,1,"46005815"
"text1","VA","GPE",9,1,"46005815"
"text1","MD","GPE",11,1,"46005815"
"text1","NC","GPE",7,1,"46005816"
"text1","VA","GPE",9,1,"46005816"
"text1","MD","GPE",11,1,"46005816"
"text1","NC","GPE",7,1,"46005817"
"text1","VA","GPE",9,1,"46005817"
"text1","MD","GPE",11,1,"46005817"
"text1","NC","GPE",7,1,"46005818"
"text1","VA","GPE",9,1,"46005818"
"text1","MD","GPE",11,1,"46005818"
"text1","Alabama","GPE",2,1,"46005034"
"text1","Puerto Rico","GPE",2,2,"45990842"
"text1","Puerto Rico","GPE",2,2,"45990836"
"text1","Puerto Rico","GPE",2,2,"45990813"
"text1","Georgia","GPE",6,1,"45990795"
"text1","US","GPE",6,1,"45990759"
"text1","US","GPE",6,1,"45990336"
"text1","Fredericksburg","GPE",23,1,"45989360"
"text1","VA","GPE",25,1,"45989360"
"text1","Maryland","GPE",2,1,"45988387"
"text1","New Jersey","GPE",4,2,"45988387"
"text1","New York","GPE",7,2,"45988387"
"text1","Pennsylvania","GPE",10,1,"45988387"
"text1","Virginia","GPE",12,1,"45988387"
"text1","West Virginia","GPE",14,2,"45988387"
"text1","Washington DC","GPE",18,2,"45988387"
"text1","Fredericksburg","GPE",23,1,"45987910"
"text1","VA","GPE",25,1,"45987910"
"text1","Fredericksburg","GPE",23,1,"45987875"
"text1","VA","GPE",25,1,"45987875"
"text1","Fredericksburg","GPE",23,1,"45987866"
"text1","VA","GPE",25,1,"45987866"
"text1","Lab Rescue LRCP","GPE",2,3,"45984178"
"text1","Maryland","GPE",5,1,"45984178"
"text1","Virginia","GPE",7,1,"45984178"
"text1","Lab Rescue LRCP","GPE",2,3,"45984176"
"text1","Maryland","GPE",5,1,"45984176"
"text1","Virginia","GPE",7,1,"45984176"
"text1","Lab Rescue LRCP","GPE",2,3,"45984166"
"text1","Maryland","GPE",5,1,"45984166"
"text1","Virginia","GPE",7,1,"45984166"
"text1","West Virginia","GPE",2,2,"45983911"
"text1","Maryland","GPE",17,1,"45983911"
"text1","Lab Rescue LRCP","GPE",2,3,"45983574"
"text1","Maryland","GPE",5,1,"45983574"
"text1","Virginia","GPE",7,1,"45983574"
"text1","Lab Rescue LRCP","GPE",2,3,"45983543"
"text1","Maryland","GPE",5,1,"45983543"
"text1","Virginia","GPE",7,1,"45983543"
"text1","Lab Rescue LRCP","GPE",2,3,"45983500"
"text1","Maryland","GPE",5,1,"45983500"
"text1","Virginia","GPE",7,1,"45983500"
"text1","Texas","GPE",2,1,"45983392"
"text1","NC","GPE",2,1,"45983386"
"text1","Lab Rescue LRCP","GPE",2,3,"45981648"
"text1","Maryland","GPE",5,1,"45981648"
"text1","Virginia","GPE",7,1,"45981648"
"text1","Lab Rescue LRCP","GPE",2,3,"45981633"
"text1","Maryland","GPE",5,1,"45981633"
"text1","Virginia","GPE",7,1,"45981633"
"text1","Alabama","GPE",2,1,"45981200"
"text1","Alabama","GPE",2,1,"45980962"
"text1","Alabama","GPE",2,1,"45980961"
"text1","Alabama","GPE",2,1,"45980908"
"text1","Lorton VA","GPE",16,2,"45980776"
"text1","Fredericksburg","GPE",23,1,"45980056"
"text1","VA","GPE",25,1,"45980056"
"text1","Puerto Rico","GPE",5,2,"45980054"
"text1","Fredericksburg","GPE",23,1,"45980054"
"text1","VA","GPE",25,1,"45980054"
"text1","Fredericksburg","GPE",23,1,"45980050"
"text1","VA","GPE",25,1,"45980050"
"text1","Puerto Rico","GPE",2,2,"45980042"
"text1","Fredericksburg","GPE",23,1,"45980042"
"text1","VA","GPE",25,1,"45980042"
"text1","Fredericksburg","GPE",23,1,"45980026"
"text1","VA","GPE",25,1,"45980026"
"text1","Fredericksburg","GPE",23,1,"45980020"
"text1","VA","GPE",25,1,"45980020"
"text1","Fredericksburg","GPE",23,1,"45979999"
"text1","VA","GPE",25,1,"45979999"
"text1","Puerto Rico","GPE",2,2,"45979924"
"text1","Fredericksburg","GPE",23,1,"45979924"
"text1","VA","GPE",25,1,"45979924"
"text1","Puerto Rico","GPE",2,2,"45979734"
"text1","Fredericksburg","GPE",23,1,"45979734"
"text1","VA","GPE",25,1,"45979734"
"text1","Puerto Rico","GPE",2,2,"45979662"
"text1","Fredericksburg","GPE",23,1,"45979662"
"text1","VA","GPE",25,1,"45979662"
"text1","Puerto Rico","GPE",2,2,"45979646"
"text1","Fredericksburg","GPE",23,1,"45979646"
"text1","VA","GPE",25,1,"45979646"
"text1","Beckley","GPE",2,1,"45977229"
"text1","WV","GPE",4,1,"45977229"
"text1","NC","GPE",7,1,"45977176"
"text1","VA","GPE",9,1,"45977176"
"text1","MD","GPE",11,1,"45977176"
"text1","Lab Rescue LRCP","GPE",2,3,"45976206"
"text1","Maryland","GPE",5,1,"45976206"
"text1","Virginia","GPE",7,1,"45976206"
"text1","Texas","GPE",7,1,"45975606"
"text1","Texas","GPE",6,1,"45975536"
"text1","Texas","GPE",7,1,"45974989"
"text1","Texas","GPE",6,1,"45974988"
"text1","Korea","GPE",2,1,"45973968"
"text1","Texas","GPE",7,1,"45973369"
"text1","Spain","GPE",2,1,"45972195"
"text1","US","GPE",12,1,"45972195"
"text1","Canada","GPE",14,1,"45972195"
"text1","Spain","GPE",2,1,"45972166"
"text1","US","GPE",12,1,"45972166"
"text1","Canada","GPE",14,1,"45972166"
"text1","Kuwait","GPE",2,1,"45970214"
"text1","Russell County","GPE",2,2,"45970212"
"text1","Kuwait","GPE",2,1,"45970209"
"text1","NC","GPE",7,1,"45968925"
"text1","VA","GPE",9,1,"45968925"
"text1","MD","GPE",11,1,"45968925"
"text1","NC","GPE",7,1,"45968923"
"text1","VA","GPE",9,1,"45968923"
"text1","MD","GPE",11,1,"45968923"
"text1","NC","GPE",7,1,"45968924"
"text1","VA","GPE",9,1,"45968924"
"text1","MD","GPE",11,1,"45968924"
"text1","NC","GPE",7,1,"45968926"
"text1","VA","GPE",9,1,"45968926"
"text1","MD","GPE",11,1,"45968926"
"text1","NC","GPE",7,1,"45968927"
"text1","VA","GPE",9,1,"45968927"
"text1","MD","GPE",11,1,"45968927"
"text1","Lab Rescue LRCP","GPE",2,3,"45968485"
"text1","Maryland","GPE",5,1,"45968485"
"text1","Virginia","GPE",7,1,"45968485"
"text1","Lab Rescue LRCP","GPE",2,3,"45968373"
"text1","Maryland","GPE",5,1,"45968373"
"text1","Virginia","GPE",7,1,"45968373"
"text1","Korea","GPE",2,1,"45967618"
"text1","US","GPE",5,1,"45967618"
"text1","Lab Rescue LRCP","GPE",2,3,"45964418"
"text1","Maryland","GPE",5,1,"45964418"
"text1","Virginia","GPE",7,1,"45964418"
"text1","Lab Rescue LRCP","GPE",2,3,"45964177"
"text1","Maryland","GPE",5,1,"45964177"
"text1","Virginia","GPE",7,1,"45964177"
"text1","Texas","GPE",2,1,"45964143"
"text1","Texas","GPE",2,1,"45964143"
"text1","Virginia","GPE",4,1,"45964143"
"text1","Lab Rescue LRCP","GPE",2,3,"45964008"
"text1","Maryland","GPE",5,1,"45964008"
"text1","Virginia","GPE",7,1,"45964008"
"text1","Lab Rescue LRCP","GPE",2,3,"45963962"
"text1","Maryland","GPE",5,1,"45963962"
"text1","Virginia","GPE",7,1,"45963962"
"text1","Lab Rescue LRCP","GPE",2,3,"45963726"
"text1","Maryland","GPE",5,1,"45963726"
"text1","Virginia","GPE",7,1,"45963726"
"text1","Lab Rescue LRCP","GPE",2,3,"45963564"
"text1","Maryland","GPE",5,1,"45963564"
"text1","Virginia","GPE",7,1,"45963564"
"text1","NC","GPE",7,1,"45957770"
"text1","VA","GPE",9,1,"45957770"
"text1","MD","GPE",11,1,"45957770"
"text1","NC","GPE",7,1,"45957766"
"text1","VA","GPE",9,1,"45957766"
"text1","MD","GPE",11,1,"45957766"
"text1","SC","GPE",6,1,"45954992"
"text1","DC","GPE",12,1,"45954992"
"text1","Prince Georges County","GPE",18,3,"45954992"
"text1","MD","GPE",22,1,"45954992"
"text1","MD","GPE",26,1,"45954992"
"text1","SC","GPE",6,1,"45954990"
"text1","DC","GPE",12,1,"45954990"
"text1","Prince Georges County","GPE",18,3,"45954990"
"text1","MD","GPE",22,1,"45954990"
"text1","MD","GPE",26,1,"45954990"
"text1","SC","GPE",6,1,"45954991"
"text1","DC","GPE",12,1,"45954991"
"text1","Prince Georges County","GPE",18,3,"45954991"
"text1","MD","GPE",22,1,"45954991"
"text1","MD","GPE",26,1,"45954991"
"text1","SC","GPE",6,1,"45954989"
"text1","DC","GPE",12,1,"45954989"
"text1","Prince Georges County","GPE",18,3,"45954989"
"text1","MD","GPE",22,1,"45954989"
"text1","MD","GPE",26,1,"45954989"
"text1","SC","GPE",6,1,"45954993"
"text1","DC","GPE",12,1,"45954993"
"text1","Prince Georges County","GPE",18,3,"45954993"
"text1","MD","GPE",22,1,"45954993"
"text1","MD","GPE",26,1,"45954993"
"text1","SC","GPE",6,1,"45954994"
"text1","DC","GPE",12,1,"45954994"
"text1","Prince Georges County","GPE",18,3,"45954994"
"text1","MD","GPE",22,1,"45954994"
"text1","MD","GPE",26,1,"45954994"
"text1","SC","GPE",6,1,"45954988"
"text1","DC","GPE",12,1,"45954988"
"text1","Prince Georges County","GPE",18,3,"45954988"
"text1","MD","GPE",22,1,"45954988"
"text1","MD","GPE",26,1,"45954988"
"text1","KY","GPE",6,1,"45740138"
"text1","Virginia","GPE",2,1,"45952887"
"text1","Virginia","GPE",2,1,"45952885"
"text1","Virginia","GPE",2,1,"45952886"
"text1","Virginia","GPE",2,1,"45952692"
"text1","Virginia","GPE",2,1,"45952694"
"text1","Virginia","GPE",9,1,"45952571"
"text1","Virginia","GPE",9,1,"45952305"
"text1","Virginia","GPE",9,1,"45952306"
"text1","Chatham","GPE",2,1,"45947843"
"text1","VA","GPE",4,1,"45947843"
"text1","VA","GPE",3,1,"45947842"
"text1","Russell County","GPE",2,2,"45947819"
"text1","Russell County","GPE",2,2,"45947837"
"text1","Russell County","GPE",2,2,"45947838"
"text1","Puerto Rico","GPE",2,2,"45947828"
"text1","Fayette County","GPE",2,2,"45947826"
"text1","WV","GPE",5,1,"45947826"
"text1","Puerto Rico","GPE",2,2,"45947834"
"text1","Alabama","GPE",2,1,"45947103"
"text1","Alabama","GPE",2,1,"45947074"
"text1","Alabama","GPE",2,1,"45947041"
"text1","Alabama","GPE",2,1,"45946873"
"text1","Alabama","GPE",2,1,"45946740"
"text1","Alabama","GPE",2,1,"45946740"
"text1","NC","GPE",7,1,"45946397"
"text1","VA","GPE",9,1,"45946397"
"text1","MD","GPE",11,1,"45946397"
"text1","NC","GPE",7,1,"45946400"
"text1","VA","GPE",9,1,"45946400"
"text1","MD","GPE",11,1,"45946400"
"text1","NC","GPE",7,1,"45946398"
"text1","VA","GPE",9,1,"45946398"
"text1","MD","GPE",11,1,"45946398"
"text1","Lab Rescue LRCP","GPE",2,3,"45945020"
"text1","Maryland","GPE",5,1,"45945020"
"text1","Virginia","GPE",7,1,"45945020"
"text1","Lab Rescue LRCP","GPE",2,3,"45945013"
"text1","Maryland","GPE",5,1,"45945013"
"text1","Virginia","GPE",7,1,"45945013"
"text1","Alabama","GPE",2,1,"45942818"
"text1","Alabama","GPE",2,1,"45942311"
"text1","Alabama","GPE",2,1,"45941986"
"text1","Alabama","GPE",2,1,"45941733"
"text1","Loudoun County","GPE",12,2,"45940764"
"text1","Philadelphia","GPE",5,1,"45833580"
"text1","Philadelphia","GPE",5,1,"45833615"
"text1","NC","GPE",7,1,"45934825"
"text1","VA","GPE",9,1,"45934825"
"text1","MD","GPE",11,1,"45934825"
"text1","US","GPE",6,1,"45933986"
"text1","Texas","GPE",7,1,"45933459"
"text1","Texas","GPE",6,1,"45933284"
"text1","Texas","GPE",5,1,"45933055"
"text1","Texas","GPE",6,1,"45933054"
"text1","Texas","GPE",7,1,"45932978"
"text1","Lab Rescue LRCP","GPE",2,3,"45929444"
"text1","Maryland","GPE",5,1,"45929444"
"text1","Virginia","GPE",7,1,"45929444"
"text1","WV","GPE",3,1,"45923894"
"text1","Fredericksburg","GPE",23,1,"45917666"
"text1","VA","GPE",25,1,"45917666"
"text1","West Virginia","GPE",5,2,"45913218"
"text1","Puerto Rico","GPE",5,2,"45911836"
"text1","Virginia","GPE",3,1,"45911288"
"text1","NC","GPE",7,1,"45911151"
"text1","VA","GPE",9,1,"45911151"
"text1","MD","GPE",11,1,"45911151"
"text1","NC","GPE",7,1,"45911145"
"text1","VA","GPE",9,1,"45911145"
"text1","MD","GPE",11,1,"45911145"
"text1","Virginia","GPE",8,1,"45909011"
"text1","Fredericksburg","GPE",23,1,"45908473"
"text1","VA","GPE",25,1,"45908473"
"text1","Fredericksburg","GPE",23,1,"45908444"
"text1","VA","GPE",25,1,"45908444"
"text1","Fredericksburg","GPE",23,1,"45908361"
"text1","VA","GPE",25,1,"45908361"
"text1","Korea","GPE",2,1,"45907929"
"text1","US","GPE",12,1,"45907929"
"text1","Canada","GPE",14,1,"45907929"
"text1","Korea","GPE",2,1,"45907825"
"text1","US","GPE",12,1,"45907825"
"text1","Canada","GPE",14,1,"45907825"
"text1","Korea","GPE",2,1,"45907308"
"text1","US","GPE",12,1,"45907308"
"text1","Canada","GPE",14,1,"45907308"
"text1","West Virginia","GPE",5,2,"45907736"
"text1","Maryland","GPE",16,1,"45907736"
"text1","West Virginia","GPE",5,2,"45907356"
"text1","Maryland","GPE",16,1,"45907356"
"text1","West Virginia","GPE",5,2,"45907358"
"text1","Maryland","GPE",16,1,"45907358"
"text1","West Virginia","GPE",5,2,"45907357"
"text1","Maryland","GPE",16,1,"45907357"
"text1","West Virginia","GPE",5,2,"45907355"
"text1","Maryland","GPE",16,1,"45907355"
"text1","Lab Rescue LRCP","GPE",2,3,"45906427"
"text1","Maryland","GPE",5,1,"45906427"
"text1","Virginia","GPE",7,1,"45906427"
"text1","Lab Rescue LRCP","GPE",2,3,"45906402"
"text1","Maryland","GPE",5,1,"45906402"
"text1","Virginia","GPE",7,1,"45906402"
"text1","Korea","GPE",2,1,"45906372"
"text1","Fredericksburg","GPE",23,1,"45905642"
"text1","VA","GPE",25,1,"45905642"
"text1","DC","GPE",12,1,"45904452"
"text1","Prince Georges County","GPE",18,3,"45904452"
"text1","MD","GPE",22,1,"45904452"
"text1","MD","GPE",26,1,"45904452"
"text1","NC","GPE",7,1,"45903813"
"text1","VA","GPE",9,1,"45903813"
"text1","MD","GPE",11,1,"45903813"
"text1","NC","GPE",7,1,"45903807"
"text1","VA","GPE",9,1,"45903807"
"text1","MD","GPE",11,1,"45903807"
"text1","NC","GPE",7,1,"45903811"
"text1","VA","GPE",9,1,"45903811"
"text1","MD","GPE",11,1,"45903811"
"text1","NC","GPE",2,1,"45903711"
"text1","NC","GPE",2,1,"45903583"
"text1","Lab Rescue LRCP","GPE",2,3,"45901451"
"text1","Maryland","GPE",5,1,"45901451"
"text1","Virginia","GPE",7,1,"45901451"
"text1","Lab Rescue LRCP","GPE",2,3,"45901432"
"text1","Maryland","GPE",5,1,"45901432"
"text1","Virginia","GPE",7,1,"45901432"
"text1","Lab Rescue LRCP","GPE",2,3,"45901380"
"text1","Maryland","GPE",5,1,"45901380"
"text1","Virginia","GPE",7,1,"45901380"
"text1","Lab Rescue LRCP","GPE",2,3,"45900957"
"text1","Maryland","GPE",5,1,"45900957"
"text1","Virginia","GPE",7,1,"45900957"
"text1","Lab Rescue LRCP","GPE",2,3,"45900946"
"text1","Maryland","GPE",5,1,"45900946"
"text1","Virginia","GPE",7,1,"45900946"
"text1","Spotsylvania","GPE",2,1,"45897425"
"text1","Spotsylvania","GPE",2,1,"45897426"
"text1","VA","GPE",6,1,"45894689"
"text1","West Virginia","GPE",8,2,"45891731"
"text1","Lab Rescue LRCP","GPE",2,3,"45891405"
"text1","Maryland","GPE",5,1,"45891405"
"text1","Virginia","GPE",7,1,"45891405"
"text1","Lab Rescue LRCP","GPE",2,3,"45891399"
"text1","Maryland","GPE",5,1,"45891399"
"text1","Virginia","GPE",7,1,"45891399"
"text1","Lab Rescue LRCP","GPE",2,3,"45891259"
"text1","Maryland","GPE",5,1,"45891259"
"text1","Virginia","GPE",7,1,"45891259"
"text1","Lab Rescue LRCP","GPE",2,3,"45891143"
"text1","Maryland","GPE",5,1,"45891143"
"text1","Virginia","GPE",7,1,"45891143"
"text1","US","GPE",6,1,"45890930"
"text1","US","GPE",6,1,"45890929"
"text1","Alabama","GPE",2,1,"45886367"
"text1","Alabama","GPE",2,1,"45886232"
"text1","NC","GPE",7,1,"45882506"
"text1","VA","GPE",9,1,"45882506"
"text1","MD","GPE",11,1,"45882506"
"text1","South Carolina","GPE",2,2,"45881738"
"text1","US","GPE",6,1,"45881152"
"text1","US","GPE",6,1,"45881150"
"text1","Florida","GPE",2,1,"45879368"
"text1","VA","GPE",4,1,"45879368"
"text1","Florida","GPE",3,1,"45879368"
"text1","Alabama","GPE",2,1,"45874592"
"text1","Korea","GPE",10,1,"45874193"
"text1","Fairfax","GPE",2,1,"45874193"
"text1","VA","GPE",4,1,"45874193"
"text1","Delaware","GPE",19,1,"45872981"
"text1","Delaware","GPE",19,1,"45872553"
"text1","Fredericksburg","GPE",23,1,"45871864"
"text1","VA","GPE",25,1,"45871864"
"text1","North Carolina","GPE",2,2,"45870460"
"text1","North Carolina","GPE",2,2,"45870435"
"text1","North Carolina","GPE",2,2,"45870449"
"text1","North Carolina","GPE",2,2,"45870447"
"text1","North Carolina","GPE",2,2,"45870433"
"text1","North Carolina","GPE",2,2,"45870442"
"text1","NC","GPE",7,1,"45868690"
"text1","VA","GPE",9,1,"45868690"
"text1","MD","GPE",11,1,"45868690"
"text1","NC","GPE",7,1,"45868697"
"text1","VA","GPE",9,1,"45868697"
"text1","MD","GPE",11,1,"45868697"
"text1","NC","GPE",5,1,"45868688"
"text1","NC","GPE",7,1,"45868688"
"text1","VA","GPE",9,1,"45868688"
"text1","MD","GPE",11,1,"45868688"
"text1","NC","GPE",7,1,"45868686"
"text1","VA","GPE",9,1,"45868686"
"text1","MD","GPE",11,1,"45868686"
"text1","NC","GPE",7,1,"45868684"
"text1","VA","GPE",9,1,"45868684"
"text1","MD","GPE",11,1,"45868684"
"text1","NC","GPE",7,1,"45868695"
"text1","VA","GPE",9,1,"45868695"
"text1","MD","GPE",11,1,"45868695"
"text1","NC","GPE",7,1,"45868694"
"text1","VA","GPE",9,1,"45868694"
"text1","MD","GPE",11,1,"45868694"
"text1","Lab Rescue LRCP","GPE",2,3,"45868214"
"text1","Maryland","GPE",5,1,"45868214"
"text1","Virginia","GPE",7,1,"45868214"
"text1","Lab Rescue LRCP","GPE",2,3,"45868153"
"text1","Maryland","GPE",5,1,"45868153"
"text1","Virginia","GPE",7,1,"45868153"
"text1","Alabama","GPE",2,1,"45864238"
"text1","Alabama","GPE",2,1,"45863033"
"text1","Alabama","GPE",2,1,"45862802"
"text1","NC","GPE",5,1,"45840000"
"text1","Kentucky","GPE",5,1,"45833640"
"text1","Kentucky","GPE",2,1,"45833514"
"text1","North Carolina","GPE",2,2,"45840148"
"text1","Fredericksburg","GPE",23,1,"45857736"
"text1","VA","GPE",25,1,"45857736"
"text1","Virginia","GPE",7,1,"45857535"
"text1","Alabama","GPE",2,1,"45856155"
"text1","US","GPE",6,1,"45853291"
"text1","Alabama","GPE",2,1,"45852503"
"text1","WV","GPE",5,1,"45852132"
"text1","WV","GPE",5,1,"45852075"
"text1","WV","GPE",5,1,"45851946"
"text1","Alabama","GPE",2,1,"45851317"
"text1","WV","GPE",5,1,"45851313"
"text1","Lab Rescue LRCP","GPE",2,3,"45850659"
"text1","Maryland","GPE",5,1,"45850659"
"text1","Virginia","GPE",7,1,"45850659"
"text1","Lab Rescue LRCP","GPE",2,3,"45850645"
"text1","Maryland","GPE",5,1,"45850645"
"text1","Virginia","GPE",7,1,"45850645"
"text1","Lab Rescue LRCP","GPE",2,3,"45850577"
"text1","Maryland","GPE",5,1,"45850577"
"text1","Virginia","GPE",7,1,"45850577"
"text1","India","GPE",2,1,"45844821"
"text1","NC","GPE",7,1,"45844821"
"text1","VA","GPE",9,1,"45844821"
"text1","MD","GPE",11,1,"45844821"
"text1","US","GPE",6,1,"45844800"
"text1","Texas","GPE",2,1,"45839260"
"text1","Fredericksburg","GPE",23,1,"45837851"
"text1","VA","GPE",25,1,"45837851"
"text1","Fredericksburg","GPE",23,1,"45837850"
"text1","VA","GPE",25,1,"45837850"
"text1","Fredericksburg","GPE",23,1,"45837841"
"text1","VA","GPE",25,1,"45837841"
"text1","Fredericksburg","GPE",23,1,"45837843"
"text1","VA","GPE",25,1,"45837843"
"text1","Fredericksburg","GPE",23,1,"45837839"
"text1","VA","GPE",25,1,"45837839"
"text1","Fredericksburg","GPE",23,1,"45837831"
"text1","VA","GPE",25,1,"45837831"
"text1","Fredericksburg","GPE",23,1,"45837765"
"text1","VA","GPE",25,1,"45837765"
"text1","Texas","GPE",7,1,"45837535"
"text1","Texas","GPE",7,1,"45837053"
"text1","Fredericksburg","GPE",23,1,"45836658"
"text1","VA","GPE",25,1,"45836658"
"text1","South Carolina","GPE",6,2,"45836387"
"text1","Maryland","GPE",13,1,"45836387"
"text1","Alabama","GPE",2,1,"45833873"
"text1","Tennessee","GPE",2,1,"45831979"
"text1","NC","GPE",7,1,"45831376"
"text1","VA","GPE",9,1,"45831376"
"text1","MD","GPE",11,1,"45831376"
"text1","NC","GPE",7,1,"45831393"
"text1","VA","GPE",9,1,"45831393"
"text1","MD","GPE",11,1,"45831393"
"text1","NC","GPE",7,1,"45831394"
"text1","VA","GPE",9,1,"45831394"
"text1","MD","GPE",11,1,"45831394"
"text1","NC","GPE",7,1,"45831399"
"text1","VA","GPE",9,1,"45831399"
"text1","MD","GPE",11,1,"45831399"
"text1","NC","GPE",7,1,"45831401"
"text1","VA","GPE",9,1,"45831401"
"text1","MD","GPE",11,1,"45831401"
"text1","NC","GPE",7,1,"45831417"
"text1","VA","GPE",9,1,"45831417"
"text1","MD","GPE",11,1,"45831417"
"text1","NC","GPE",7,1,"45831425"
"text1","VA","GPE",9,1,"45831425"
"text1","MD","GPE",11,1,"45831425"
"text1","India","GPE",2,1,"45831430"
"text1","NC","GPE",7,1,"45831430"
"text1","VA","GPE",9,1,"45831430"
"text1","MD","GPE",11,1,"45831430"
"text1","NC","GPE",7,1,"45831437"
"text1","VA","GPE",9,1,"45831437"
"text1","MD","GPE",11,1,"45831437"
"text1","NC","GPE",7,1,"45831439"
"text1","VA","GPE",9,1,"45831439"
"text1","MD","GPE",11,1,"45831439"
"text1","NC","GPE",7,1,"45831445"
"text1","VA","GPE",9,1,"45831445"
"text1","MD","GPE",11,1,"45831445"
"text1","NC","GPE",7,1,"45831450"
"text1","VA","GPE",9,1,"45831450"
"text1","MD","GPE",11,1,"45831450"
"text1","South Carolina","GPE",2,2,"45831451"
"text1","NC","GPE",7,1,"45831451"
"text1","VA","GPE",9,1,"45831451"
"text1","MD","GPE",11,1,"45831451"
"text1","NC","GPE",7,1,"45831452"
"text1","VA","GPE",9,1,"45831452"
"text1","MD","GPE",11,1,"45831452"
"text1","NC","GPE",7,1,"45831434"
"text1","VA","GPE",9,1,"45831434"
"text1","MD","GPE",11,1,"45831434"
"text1","NC","GPE",7,1,"45831414"
"text1","VA","GPE",9,1,"45831414"
"text1","MD","GPE",11,1,"45831414"
"text1","NC","GPE",7,1,"45831351"
"text1","VA","GPE",9,1,"45831351"
"text1","MD","GPE",11,1,"45831351"
"text1","NC","GPE",7,1,"45831402"
"text1","VA","GPE",9,1,"45831402"
"text1","MD","GPE",11,1,"45831402"
"text1","NC","GPE",7,1,"45831333"
"text1","VA","GPE",9,1,"45831333"
"text1","MD","GPE",11,1,"45831333"
"text1","NC","GPE",7,1,"45831312"
"text1","VA","GPE",9,1,"45831312"
"text1","MD","GPE",11,1,"45831312"
"text1","NC","GPE",7,1,"45831337"
"text1","VA","GPE",9,1,"45831337"
"text1","MD","GPE",11,1,"45831337"
"text1","NC","GPE",7,1,"45831347"
"text1","VA","GPE",9,1,"45831347"
"text1","MD","GPE",11,1,"45831347"
"text1","NC","GPE",7,1,"45831366"
"text1","VA","GPE",9,1,"45831366"
"text1","MD","GPE",11,1,"45831366"
"text1","NC","GPE",7,1,"45831382"
"text1","VA","GPE",9,1,"45831382"
"text1","MD","GPE",11,1,"45831382"
"text1","NC","GPE",7,1,"45831370"
"text1","VA","GPE",9,1,"45831370"
"text1","MD","GPE",11,1,"45831370"
"text1","NC","GPE",7,1,"45831356"
"text1","VA","GPE",9,1,"45831356"
"text1","MD","GPE",11,1,"45831356"
"text1","South Carolina","GPE",2,2,"45831316"
"text1","NC","GPE",7,1,"45831316"
"text1","VA","GPE",9,1,"45831316"
"text1","MD","GPE",11,1,"45831316"
"text1","NC","GPE",7,1,"45831436"
"text1","VA","GPE",9,1,"45831436"
"text1","MD","GPE",11,1,"45831436"
"text1","NC","GPE",2,1,"45831371"
"text1","NC","GPE",7,1,"45831371"
"text1","VA","GPE",9,1,"45831371"
"text1","MD","GPE",11,1,"45831371"
"text1","India","GPE",2,1,"45831368"
"text1","NC","GPE",7,1,"45831368"
"text1","VA","GPE",9,1,"45831368"
"text1","MD","GPE",11,1,"45831368"
"text1","South Carolina","GPE",5,2,"45831383"
"text1","NC","GPE",7,1,"45831383"
"text1","VA","GPE",9,1,"45831383"
"text1","MD","GPE",11,1,"45831383"
"text1","NC","GPE",7,1,"45831413"
"text1","VA","GPE",9,1,"45831413"
"text1","MD","GPE",11,1,"45831413"
"text1","South Carolina","GPE",5,2,"45831398"
"text1","NC","GPE",7,1,"45831398"
"text1","VA","GPE",9,1,"45831398"
"text1","MD","GPE",11,1,"45831398"
"text1","NC","GPE",7,1,"45831343"
"text1","VA","GPE",9,1,"45831343"
"text1","MD","GPE",11,1,"45831343"
"text1","NC","GPE",7,1,"45831359"
"text1","VA","GPE",9,1,"45831359"
"text1","MD","GPE",11,1,"45831359"
"text1","NC","GPE",7,1,"45831323"
"text1","VA","GPE",9,1,"45831323"
"text1","MD","GPE",11,1,"45831323"
"text1","NC","GPE",7,1,"45831363"
"text1","VA","GPE",9,1,"45831363"
"text1","MD","GPE",11,1,"45831363"
"text1","NC","GPE",2,1,"45831331"
"text1","NC","GPE",7,1,"45831331"
"text1","VA","GPE",9,1,"45831331"
"text1","MD","GPE",11,1,"45831331"
"text1","NC","GPE",7,1,"45831379"
"text1","VA","GPE",9,1,"45831379"
"text1","MD","GPE",11,1,"45831379"
"text1","NC","GPE",7,1,"45831420"
"text1","VA","GPE",9,1,"45831420"
"text1","MD","GPE",11,1,"45831420"
"text1","NC","GPE",7,1,"45831427"
"text1","VA","GPE",9,1,"45831427"
"text1","MD","GPE",11,1,"45831427"
"text1","NC","GPE",7,1,"45831443"
"text1","VA","GPE",9,1,"45831443"
"text1","MD","GPE",11,1,"45831443"
"text1","NC","GPE",7,1,"45831448"
"text1","VA","GPE",9,1,"45831448"
"text1","MD","GPE",11,1,"45831448"
"text1","NC","GPE",7,1,"45831380"
"text1","VA","GPE",9,1,"45831380"
"text1","MD","GPE",11,1,"45831380"
"text1","NC","GPE",7,1,"45831429"
"text1","VA","GPE",9,1,"45831429"
"text1","MD","GPE",11,1,"45831429"
"text1","NC","GPE",7,1,"45831354"
"text1","VA","GPE",9,1,"45831354"
"text1","MD","GPE",11,1,"45831354"
"text1","NC","GPE",7,1,"45831358"
"text1","VA","GPE",9,1,"45831358"
"text1","MD","GPE",11,1,"45831358"
